Chr	SNV_mean	Indel_mean	SequenceAlt_mean	Insertion_mean	transcript_ablation	splice_acceptor_variant	splice_donor_variant	stop_gained	frameshift_variant	stop_lost	start_lost	transcript_amplification	inframe_insertion	inframe_deletion	missense_variant	protein_altering_variant	splice_region_variant	incomplete_terminal_codon_variant	start_retained_variant	stop_retained_variant	synonymous_variant	coding_sequence_variant	mature_miRNA_variant	5_prime_UTR_variant	3_prime_UTR_variant	non_coding_transcript_exon_variant	intron_variant	NMD_transcript_variant	non_coding_transcript_variant	upstream_gene_variant	downstream_gene_variant	TFBS_ablation	TFBS_amplification	TF_binding_site_variant	regulatory_region_ablation	regulatory_region_amplification	feature_elongation	regulatory_region_variant	feature_truncation	intergenic_variant	pop
chr6 	0.273009385943365	0.0718129256801794	0.111236979166667	0.123520467836257	0	0.331666666666667	0.093125	0.0920588235294118	0.0491666666666667	0.08	0.29	0	0.0825	0.09	0.229890692282212	0	0	0	0	0.33	0.253366785367434	0.2925	0.2725	0.260573496659243	0.248841669800675	0.257914622600911	0.244093138821935	0	0	0.234245963419014	0.240046588768712	0	0	0.234827722147756	0	0	0	0.247507362241616	0	0.260652390240057	HGDP
chr6 	0.28171867118203	0.0680781622510525	0.100260416666666	0.119684210526316	0	0.305	0.068125	0.182058823529412	0.0633333333333333	0.08	0.125	0	0.0625	0.09	0.233083802583639	0	0	0	0	0.5	0.259919067659437	0.2275	0.1475	0.262177060133629	0.245164848940703	0.271655908425853	0.242341124392769	0	0	0.233573633085375	0.238801026786505	0	0	0.233440037845936	0	0	0	0.244827989070118	0	0.255209436240418	HGDP
chr6 	0.26290946595991	0.0666206229604797	0.102356770833333	0.119228070175439	0	0.431666666666667	0.073125	0.143235294117647	0.0566666666666667	0.17	0.165	0	0.0725	0.0218181818181818	0.226700894335873	0	0	0	0	0.58	0.247296859825187	0.27	0.105	0.255790645879733	0.244294847687099	0.250619674670796	0.23624221030347	0	0	0.231565738605008	0.234630790258891	0	0	0.232467870377668	0	0	0	0.244815726713622	0	0.258959519165754	HGDP
chr6 	0.271574727016834	0.07138694813489	0.0987499999999999	0.128058479532164	0	0.361666666666667	0.0625	0.122352941176471	0.02	0.17	0.085	0	0.0625	0.114545454545455	0.233905266644584	0	0	0	0	0.67	0.252745224991907	0.23	0.145	0.256380846325167	0.250452551084368	0.257553145709612	0.241131411118955	0	0	0.235427698905201	0.237828746687134	0	0	0.232176141291491	0	0	0	0.245598876111601	0	0.260235154152736	HGDP
chr6 	0.272512700687501	0.0701733491236831	0.109908854166667	0.126959064327486	0	0.261666666666667	0.078125	0.149705882352941	0.00666666666666667	0	0.125	0	0.0625	0.0463636363636364	0.223673401788673	0	0	0	0	0.25	0.253143412107479	0.1875	0.125	0.255423162583519	0.237191926789519	0.259133316120146	0.238804561330965	0	0	0.232147509827515	0.238513076525623	0	0	0.233845304738624	0	0	0	0.245010186445774	0	0.256808281035141	HGDP
chr6 	0.26417686342166	0.0673530126650324	0.0972265625000001	0.12714619883041	0	0.29	0.173125	0.164411764705882	0.02	0	0.25	0	0.03125	0.114545454545455	0.225001656177543	0	0	0	0	0.17	0.254888313370024	0.2925	0.0825	0.259164810690423	0.249098658643602	0.251096479903605	0.23762107764341	0	0	0.234323446281829	0.239355008084299	0	0	0.232312544350702	0	0	0	0.245209570431334	0	0.259610626827186	HGDP
chr6 	0.274375754146312	0.0713955845619947	0.1066015625	0.127368421052632	0	0.25	0.09875	0.139705882352941	0.00666666666666667	0	0.125	0	0.04125	0.136363636363636	0.231745611129513	0	0	0	0	0.67	0.25386209129168	0.1875	0.21	0.253947661469933	0.246817099160085	0.261110250451844	0.240862766031675	0	0	0.232401562652312	0.237374110312898	0	0	0.235553891035242	0	0	0	0.243772171209556	0	0.259345619551858	HGDP
chr6 	0.271850688961765	0.0684126557271882	0.104270833333333	0.128578947368421	0	0.36	0.094375	0.126470588235294	0.0266666666666667	0	0.085	0	0.0525	0.09	0.237356740642596	0	0	0	0	0.33	0.251926189705407	0.1875	0.105	0.262527839643653	0.245444402657639	0.258617781220414	0.24190487165487	0	0	0.233257447776251	0.241773706932511	0	0	0.23944808010723	0	0	0	0.247691297589071	0	0.260879672013746	HGDP
chr6 	0.273634517148827	0.0699089813670336	0.1078515625	0.119888888888889	0	0.305	0.073125	0.142352941176471	0	0.08	0.085	0	0.05125	0.09	0.229115601192447	0	0	0	0	0.42	0.241349951440596	0.27	0.1025	0.24695434298441	0.243878651121975	0.256826749289953	0.238043605943583	0	0	0.224923572983371	0.230454719717343	0	0	0.225279508002837	0	0	0	0.242079000473152	0	0.257348688895129	HGDP
chr6 	0.26990283647175	0.0709090485967058	0.110611979166667	0.136707602339182	0	0.318333333333333	0.118125	0.105	0.0625	0	0.165	0	0.0625	0.09	0.229556144418681	0	0	0	0	0.42	0.257620589187439	0.23	0.1875	0.259961024498886	0.247624420208097	0.251819433686202	0.242385108018623	0	0	0.231924888730085	0.240704248829058	0	0	0.234504454781989	0	0	0	0.244720041711349	0	0.258741923071865	HGDP
chr6 	0.268368939069118	0.0691281345834561	0.103450520833333	0.118356725146199	0	0.36	0.051875	0.115	0.0408333333333333	0	0.125	0	0.05125	0.09	0.23241801921166	0	0	0	0	0.58	0.24974425380382	0.25	0.165	0.251948775055679	0.246499937319791	0.2550331353817	0.242505118783949	0	0	0.231491260842766	0.236676778957587	0	0	0.228235433257114	0	0	0	0.24508820206822	0	0.257145864568586	HGDP
chr6 	0.270768235655508	0.0715999110499687	0.116888020833333	0.125836257309942	0	0.333333333333333	0.056875	0.208235294117647	0.0408333333333333	0.08	0.25	0	0.0525	0.0463636363636364	0.240702219277907	0	0	0	0	0.67	0.262045969569439	0.1875	0.1475	0.266765033407572	0.25632443274414	0.259975901540579	0.246235994902884	0	0	0.236337675839015	0.242318603837129	0	0	0.234260821572181	0	0	0	0.24632843804616	0	0.255519599127892	HGDP
chr6 	0.270429544576819	0.0707259770281339	0.110716145833333	0.130245614035089	0	0.278333333333333	0.09875	0.150882352941176	0.0425	0.17	0.29	0	0.0625	0.114545454545455	0.225687313680027	0	0	0	0	0.42	0.251142764648755	0.2725	0.2275	0.254805122494432	0.245113451172118	0.253530424305015	0.24047758961397	0	0	0.231643302686771	0.240214525027971	0	0	0.239632579042811	0	0	0	0.246405874344679	0	0.257511399470194	HGDP
chr6 	0.272385398697483	0.0623492116028021	0.0778255208333333	0.111000000000001	0	0.346666666666667	0.09375	0.151470588235294	0.111666666666667	0.08	0.21	0	0.02125	0.136363636363636	0.225260019874131	0	0	0	0	0.83	0.250055033991584	0.21	0.165	0.245673719376391	0.245810455058291	0.263267923229191	0.238706928982301	0	0	0.23292599330761	0.23799709966166	0	0	0.230359536387287	0	0	0	0.243251455551401	0	0.254715333890635	HGDP
chr6 	0.276040829614167	0.0720581588378535	0.102799479166666	0.118812865497076	0	0.361666666666667	0.066875	0.137352941176471	0.0491666666666667	0	0.21	0	0.08375	0.0436363636363636	0.232391520370984	0	0	0	0	0.33	0.249472321139528	0.23	0.125	0.25706570155902	0.246804563118965	0.265910147172733	0.238397378230841	0	0	0.232952957993611	0.237337856083223	0	0	0.232430812899153	0	0	0	0.244710193204558	0	0.258952619777406	HGDP
chr6 	0.278289233091046	0.0682209477315112	0.0928125	0.122567251461989	0	0.206666666666667	0.078125	0.142647058823529	0.0566666666666667	0	0.205	0	0.04125	0.0463636363636364	0.227078502815502	0	0	0	0	0.83	0.248970540628035	0.1875	0.165	0.260579064587973	0.243166603986459	0.265092520870985	0.242840453040271	0	0	0.233572414801385	0.239190905605701	0	0	0.239422849483558	0	0	0	0.245494984020346	0	0.256198525476946	HGDP
chr6 	0.26649977638045	0.0656195214281607	0.0929947916666665	0.113426900584796	0	0.403333333333333	0.073125	0.112352941176471	0.0625	0.17	0.125	0	0.04125	0.09	0.224365684001325	0	0	0	0	0.42	0.253671090967952	0.23	0.085	0.252778396436525	0.243676820859971	0.256702814355795	0.240383451569617	0	0	0.232810906078461	0.237059906989191	0	0	0.236038792083889	0	0	0	0.244186580926754	0	0.255303462520019	HGDP
chr6 	0.274271075778359	0.0694588011397977	0.0996614583333332	0.133561403508772	0	0.306666666666667	0.18375	0.145882352941176	0.0491666666666667	0.08	0.205	0	0.0625	0.0681818181818182	0.243335541570057	0	0	0	0	0.25	0.254923923599873	0.23	0.0625	0.270501113585745	0.253149053528894	0.262529477579824	0.243396285331448	0	0	0.236169471427205	0.242505792342463	0	0	0.235050855475832	0	0	0	0.248026726143946	0	0.259894120925104	HGDP
chr6 	0.269828132273479	0.069277074164667	0.0890364583333332	0.131713450292398	0	0.375	0.178125	0.12	0.0825	0.08	0.21	0	0.0525	0.0681818181818182	0.237111626366348	0	0	0	0	0.5	0.261181612172224	0.23	0.125	0.271336302895322	0.248649868371568	0.253172390050777	0.244658160389959	0	0	0.233927341541888	0.237278932542157	0	0	0.2356335251912	0	0	0	0.247329027025489	0	0.259131694286361	HGDP
chr7 	0.263647869953349	0.0691949173938753	0.0883369803063456	0.144483853890948	0	0.257272727272727	0.2376	0.260606060606061	0.05375	0.443333333333333	0.155	0	0.04	0.0390476190476191	0.209948344681853	0	0	0	0	0.08	0.241981110343238	0.83	0.276666666666667	0.261743919229005	0.244644877435575	0.240837135201679	0.241527944909386	0	0	0.22712901991065	0.233327485456417	0	0	0.224197679071627	0	0	0	0.239425116186122	0	0.248170197722329	HGDP
chr7 	0.264956407629989	0.0711112692284699	0.0947483588621443	0.145415563790366	0	0.241818181818182	0.2392	0.265757575757576	0.07475	0.416666666666667	0.135	0	0.039047619047619	0.0238095238095238	0.221263207325664	0	0	0	0	0.25	0.246733471550335	0.75	0.28	0.26819642037632	0.247086109365179	0.241210080382357	0.241128314905167	0	0	0.232600704558919	0.236147249106554	0	0	0.23158863545418	0	0	0	0.241050322322742	0	0.247899648998812	HGDP
chr7 	0.264482098566318	0.0703698569139841	0.100043763676149	0.152159872948651	0	0.258181818181818	0.252	0.255151515151515	0.083	0.333333333333333	0.17875	0	0.0314285714285714	0.04	0.217872740079832	0	0	0	0	0.17	0.248608615526377	0.83	0.36	0.262345112436899	0.249503456945316	0.239529292490404	0.239678507601236	0	0	0.232244727161872	0.234388125114156	0	0	0.220377484327063	0	0	0	0.240538503822909	0	0.246751041640414	HGDP
chr7 	0.263591512746864	0.0699278831808488	0.0874945295404812	0.155346744309159	0	0.205454545454545	0.304	0.266363636363636	0.05375	0.333333333333333	0.155	0	0.0552380952380952	0.04	0.214393050011741	0	0	0	0	0	0.245116332642249	0.75	0.25	0.261220743460303	0.244696417347579	0.24478962995148	0.238665637805364	0	0	0.230058648362885	0.232884720736736	0	0	0.224547819127648	0	0	0	0.240295437509393	0	0.248001161586859	HGDP
chr7 	0.262737711006203	0.0626506947727893	0.0757002188183805	0.135733192165167	0	0.294545454545454	0.2568	0.282727272727273	0.06875	0.39	0.13625	0	0.04	0.0314285714285714	0.206069499882602	0	0	0	0	0	0.232626123013132	0.92	0.28	0.246232216613125	0.237719673161531	0.235408791367945	0.238105175384517	0	0	0.226387092170087	0.229505713093183	0	0	0.223245298119244	0	0	0	0.238470241367269	0	0.248742152975985	HGDP
chr7 	0.259132962123564	0.0675180521573031	0.080054704595186	0.154055055584966	0	0.241818181818182	0.22	0.26030303030303	0.04975	0.306666666666667	0.2	0	0.0552380952380952	0.0390476190476191	0.215318149800424	0	0	0	0	0.25	0.242342778161716	0.75	0.166666666666667	0.253703533731071	0.240257699560024	0.236620320081105	0.235128864233266	0	0	0.22716431273075	0.23107863981429	0	0	0.222999199679871	0	0	0	0.237637399430336	0	0.247210221964123	HGDP
chr7 	0.260086401134235	0.0674634710637537	0.0974617067833697	0.149915299100053	0	0.249090909090909	0.226	0.23969696969697	0.07875	0.473333333333333	0.06125	0	0.04	0.0161904761904762	0.210558816623623	0	0	0	0	0.25	0.237433771020503	0.92	0.223333333333333	0.251330885727398	0.241681961030797	0.234127018611048	0.237822148266627	0	0	0.226305218017554	0.228153092635643	0	0	0.227372282246231	0	0	0	0.237954425066236	0	0.248210701750012	HGDP
chr7 	0.260467972072018	0.0636046933313709	0.0698030634573302	0.141508734780307	0	0.258181818181818	0.176	0.293636363636364	0.06	0.446666666666667	0.15625	0	0.0552380952380952	0.0314285714285714	0.20399624324959	0	0	0	0	0.17	0.237777009905552	0.92	0.333333333333333	0.241633776961909	0.239944688874919	0.233861974074876	0.236441388789836	0	0	0.224107137064645	0.229170688440823	0	0	0.221329865279444	0	0	0	0.237737144570511	0	0.245550617408693	HGDP
chr7 	0.263168280063523	0.0697817674358782	0.0942013129102844	0.145616728427739	0	0.234545454545455	0.2716	0.267878787878788	0.06625	0.39	0.185	0	0.04	0.0476190476190476	0.213493777882133	0	0	0	0	0	0.242803501497352	0.75	0.306666666666667	0.254740706746214	0.243856693903203	0.235914258816713	0.239460451458749	0	0	0.227741000006535	0.232416586231224	0	0	0.221375883686807	0	0	0	0.239645894757905	0	0.24807999797988	HGDP
chr7 	0.258643088818087	0.0639299305456692	0.0820678336980305	0.137188988883007	0	0.243636363636364	0.2732	0.199393939393939	0.04975	0.39	0.24	0	0.00761904761904762	0.0238095238095238	0.196971119981217	0	0	0	0	0.25	0.231923519926286	0.92	0.36	0.247136301055529	0.234230043997484	0.233126946194508	0.234778710704723	0	0	0.222780477361383	0.227875394568685	0	0	0.217411631319191	0	0	0	0.235421018439886	0	0.247864447867536	HGDP
chr7 	0.262401827734037	0.0679590159795407	0.0932494529540481	0.154902064584436	0	0.22	0.2592	0.227575757575758	0.06275	0.416666666666667	0.115	0	0.0476190476190476	0.04	0.21426860765438	0	0	0	0	0.42	0.235537894494356	1	0.14	0.254511243689766	0.241189189189188	0.238437251068141	0.238063778711665	0	0	0.226804637372815	0.233088722510681	0	0	0.221558623449378	0	0	0	0.239269801609139	0	0.250881139365197	HGDP
chr7 	0.261631269987791	0.0649539801965611	0.0921772428884025	0.14417681312864	0	0.28	0.2236	0.263030303030303	0.07675	0.36	0.12625	0	0.04	0.04	0.213662831650625	0	0	0	0	0.08	0.24448283805575	0.75	0.25	0.268324919687931	0.248212445003139	0.241401984213192	0.237286479509121	0	0	0.227712194837172	0.230762854459649	0	0	0.222336934773909	0	0	0	0.237795612413193	0	0.247819954041619	HGDP
chr7 	0.260027715821113	0.0675252592487141	0.0959846827133476	0.146781365802011	0	0.258181818181818	0.2532	0.248181818181818	0.04275	0.47	0.19	0	0.0238095238095238	0.0238095238095238	0.209042028645224	0	0	0	0	0.08	0.230248790601245	0.75	0.28	0.248412115649381	0.238965430546825	0.23673256571801	0.236462105601379	0	0	0.224907518538485	0.231731732449876	0	0	0.225968387354942	0	0	0	0.237458997551366	0	0.248210196712239	HGDP
chr7 	0.261737454346404	0.0668267681474059	0.0850109409190372	0.141169931180519	0	0.211818181818182	0.2364	0.267575757575758	0.04575	0.473333333333333	0.2075	0	0.04	0.0161904761904762	0.214043202629728	0	0	0	0	0.42	0.237673347155034	0.92	0.303333333333333	0.259105094079854	0.243852922690132	0.243082047939747	0.236619526272236	0	0	0.229927468064588	0.234747671718908	0	0	0.227722422302254	0	0	0	0.239461196342023	0	0.248772505744837	HGDP
chr7 	0.264355029391111	0.071190179993661	0.102975929978118	0.153393329804129	0	0.219090909090909	0.24	0.267878787878788	0.07925	0.386666666666667	0.10375	0	0.0238095238095238	0.0476190476190476	0.225724348438601	0	0	0	0	0.08	0.243149043999079	0.58	0.223333333333333	0.267893529141809	0.242191074795724	0.243339850821924	0.240677114574086	0	0	0.230768137849647	0.234689953825728	0	0	0.231533946912095	0	0	0	0.241487182049904	0	0.249828034645674	HGDP
chr7 	0.261315913798846	0.0704573519218107	0.100185995623632	0.153239809422976	0	0.234545454545455	0.2192	0.282424242424242	0.06725	0.39	0.26875	0	0.04	0.04	0.214310871096504	0	0	0	0	0.08	0.245323658143286	0.67	0.306666666666667	0.259513538320331	0.245686989314895	0.241359258454629	0.236170666127874	0	0	0.23079843517868	0.23390707745289	0	0	0.228524743230623	0	0	0	0.238996352006414	0	0.250919471730553	HGDP
chr7 	0.261612798451919	0.0705945161838184	0.0944857768052516	0.151879301217576	0	0.204545454545455	0.24	0.289393939393939	0.06925	0.333333333333333	0.13625	0	0.0476190476190476	0.0314285714285714	0.21999295609298	0	0	0	0	0.33	0.243063810181986	0.67	0.14	0.244336851766866	0.249201759899436	0.239214280541675	0.238858555414928	0	0	0.225493418278338	0.231375577178947	0	0	0.222841136454581	0	0	0	0.23824906301535	0	0.248424989267991	HGDP
chr7 	0.260031770132978	0.0671826240239402	0.0870240700218818	0.154362096347274	0	0.287272727272727	0.2336	0.248181818181818	0.06625	0.36	0.11625	0	0.0476190476190476	0.0314285714285714	0.215977929091337	0	0	0	0	0.17	0.239956231283115	0.83	0.22	0.249600734281781	0.240145820238846	0.237368382938662	0.236324687369367	0	0	0.229556309564803	0.232270824094128	0	0	0.222099506469252	0	0	0	0.237971215831312	0	0.247926314992094	HGDP
chr7 	0.262588292010655	0.0697977882951287	0.103873085339168	0.145076760190578	0	0.341818181818182	0.292	0.252727272727273	0.07475	0.306666666666667	0.125	0	0.04	0.04	0.210885184315569	0	0	0	0	0.33	0.239838746832529	0.75	0.25	0.261849472234971	0.246646134506598	0.240092693171119	0.239625336093758	0	0	0.229773775618159	0.23264993608645	0	0	0.223285981059087	0	0	0	0.240947778721716	0	0.248402464584256	HGDP
chr7 	0.261593634162691	0.0693385083615995	0.0959737417943106	0.146860772895712	0	0.273636363636364	0.2068	0.247272727272727	0.06175	0.386666666666667	0.24	0	0.0476190476190476	0.0476190476190476	0.210934491664711	0	0	0	0	0.17	0.239990785533288	0.83	0.25	0.255709040844423	0.248055311125078	0.238294590484465	0.238195740613551	0	0	0.227759360058169	0.232315889703422	0	0	0.225486194477788	0	0	0	0.240596771775543	0	0.246899169212948	HGDP
chr7 	0.261781131891467	0.0642675162159516	0.0809737417943105	0.130142932768661	0	0.257272727272727	0.2092	0.273030303030303	0.06625	0.386666666666667	0.21875	0	0.0552380952380952	0.04	0.209990608123974	0	0	0	0	0	0.238440451508869	0.83	0.223333333333333	0.267627351996329	0.241642991829037	0.241153595481205	0.237159136397043	0	0	0.22724910632617	0.230407938329948	0	0	0.226408563425366	0	0	0	0.238501624106763	0	0.248455695563302	HGDP
chr7 	0.263107777692204	0.0673383798274851	0.0832603938730853	0.151842244573849	0	0.272727272727273	0.2132	0.293030303030303	0.05175	0.443333333333333	0.19	0	0.0552380952380952	0.04	0.211615402676686	0	0	0	0	0.17	0.241444367657221	0.75	0.25	0.253657641119779	0.245927089880577	0.240848721848068	0.238667830190995	0	0	0.228975016056983	0.233519813215809	0	0	0.223829531812725	0	0	0	0.23960741592127	0	0.248366455392601	HGDP
chr7 	0.261652433041525	0.0699737882216807	0.0983698030634571	0.153970354685018	0	0.205454545454545	0.236	0.246666666666667	0.06625	0.413333333333333	0.125	0	0.0714285714285714	0.0390476190476191	0.215050481333648	0	0	0	0	0.17	0.241670122091686	0.83	0.193333333333333	0.266397430013767	0.242941546197359	0.239307697878193	0.237384200782919	0	0	0.229268517377214	0.233456747450007	0	0	0.223402027477659	0	0	0	0.237708760181919	0	0.247799904042854	HGDP
chr7 	0.262304155158766	0.0686659536083617	0.104868708971553	0.144600317628375	0	0.280909090909091	0.24	0.254848484848485	0.07475	0.443333333333333	0.11375	0	0.0714285714285714	0.0238095238095238	0.220049307349143	0	0	0	0	0.25	0.24574982722875	0.75	0.276666666666667	0.256259752179898	0.241137649277182	0.240625678905061	0.238801109987343	0	0	0.227827285761589	0.230655831789895	0	0	0.218040549553153	0	0	0	0.239003647993622	0	0.251531728996804	HGDP
chr7 	0.262771059708768	0.0651843775964998	0.0862253829321662	0.149052408681843	0	0.273636363636364	0.2088	0.247575757575758	0.04525	0.443333333333333	0.07125	0	0.0638095238095238	0.0314285714285714	0.208438600610473	0	0	0	0	0.25	0.236136834830686	0.83	0.28	0.25630105553006	0.242343180389691	0.237412557028023	0.238778126889812	0	0	0.226223862877045	0.231431208097514	0	0	0.225476190476187	0	0	0	0.238257758232991	0	0.248871947678164	HGDP
chr7 	0.261276256496178	0.0709669437800928	0.0998796498905908	0.14344097406035	0	0.257272727272727	0.1956	0.285151515151515	0.08325	0.413333333333333	0.21	0	0.0476190476190476	0.04	0.217292791735149	0	0	0	0	0.08	0.242467173462337	0.83	0.196666666666667	0.250408444240478	0.245000628535513	0.240815410239697	0.237373201904972	0	0	0.225877033067595	0.230678266767573	0	0	0.223402694411094	0	0	0	0.239721453200763	0	0.250870533572423	HGDP
chr7 	0.260620145046927	0.0693174379478572	0.0921225382932165	0.154494441503441	0	0.272727272727273	0.2136	0.295454545454545	0.077	0.363333333333333	0.05125	0	0.0552380952380952	0.0161904761904762	0.215588166236206	0	0	0	0	0.17	0.238716885510252	0.67	0.36	0.265048187241853	0.241959773727215	0.240635817220653	0.236453040456712	0	0	0.2302661883106	0.233647770850237	0	0	0.222997865812988	0	0	0	0.240388786167632	0	0.249531476477928	HGDP
chr7 	0.264477243613232	0.070056876345588	0.091542669584245	0.149274748544204	0	0.318181818181818	0.242	0.272424242424242	0.07625	0.386666666666667	0.0825	0	0.0552380952380952	0.0238095238095238	0.220892228222588	0	0	0	0	0.17	0.244842202257545	0.83	0.25	0.26013308857274	0.239176618478944	0.241751756101091	0.239778064074192	0	0	0.230011937277445	0.232531826363755	0	0	0.225798319327731	0	0	0	0.240042776472961	0	0.249131032044692	HGDP
chr7 	0.261005526129343	0.0697794262787966	0.0929102844638948	0.144203282159874	0	0.271818181818182	0.2192	0.255151515151515	0.07525	0.36	0.22625	0	0.0638095238095238	0.0390476190476191	0.216980511857243	0	0	0	0	0	0.246452430315596	0.92	0.223333333333333	0.251716383662229	0.238232558139535	0.237963646896949	0.237405878302784	0	0	0.228816847131515	0.23220808441814	0	0	0.225250100040015	0	0	0	0.23842686522415	0	0.246091310825514	HGDP
chr7 	0.263294224933768	0.0616321537267965	0.0779540481400437	0.133430386447856	0	0.242727272727273	0.2424	0.26030303030303	0.0475	0.386666666666667	0.22	0	0.0314285714285714	0.04	0.20465837050951	0	0	0	0	0.17	0.237067495968672	0.83	0.223333333333333	0.257292335933915	0.243338780641105	0.237702223187773	0.238461967653654	0	0	0.229493379352443	0.231058096157384	0	0	0.222321595304785	0	0	0	0.238447753735462	0	0.247241685816048	HGDP
chr7 	0.262352750118172	0.0671341942058621	0.0932385120350107	0.146077289571201	0	0.250909090909091	0.2068	0.235757575757576	0.053	0.416666666666667	0.195	0	0.0314285714285714	0.0238095238095238	0.208941065977931	0	0	0	0	0.08	0.241561852107811	0.83	0.196666666666667	0.248054153281322	0.240714016341922	0.23892968353972	0.238498203598613	0	0	0.227403836796682	0.230437155975314	0	0	0.22204014939309	0	0	0	0.238915996202102	0	0.248491553243656	HGDP
chr7 	0.261629600565182	0.0706361520558536	0.0990590809628008	0.147406034939121	0	0.227272727272727	0.2168	0.246666666666667	0.08675	0.36	0.105	0	0.0476190476190476	0.0314285714285714	0.22082413712139	0	0	0	0	0	0.241764570375491	0.92	0.11	0.260830656264342	0.239332495285983	0.238321384604242	0.238133528595114	0	0	0.228568889119633	0.232824002817471	0	0	0.228930238762169	0	0	0	0.23894697916149	0	0.245953233504258	HGDP
chr7 	0.261439451066908	0.0660157178859769	0.0897374179431071	0.140227633668608	0	0.272727272727273	0.2628	0.229090909090909	0.052	0.333333333333333	0.14625	0	0.0314285714285714	0.0476190476190476	0.207450105658607	0	0	0	0	0.08	0.235922598479613	0.83	0.276666666666667	0.257039926571822	0.243592708988056	0.236689839959445	0.237236658163909	0	0	0.227553961035219	0.230885203349626	0	0	0.225750300120046	0	0	0	0.238217580330832	0	0.247299765157481	HGDP
chr7 	0.25936308691018	0.0667931656575155	0.0749124726477023	0.14425622022234	0	0.234545454545455	0.2284	0.25969696969697	0.079	0.47	0.1225	0	0.0790476190476191	0.0238095238095238	0.209283869452925	0	0	0	0	0.17	0.231393688090303	0.83	0.25	0.248265259293254	0.237616593337522	0.235477587080888	0.235744936882531	0	0	0.224674676752854	0.227539522082829	0	0	0.219777911164464	0	0	0	0.237456598870647	0	0.245820863109568	HGDP
chr7 	0.262404371615761	0.0708521811780115	0.094343544857768	0.157247220751721	0	0.242727272727273	0.2684	0.25030303030303	0.07975	0.39	0.23875	0	0.0238095238095238	0.0476190476190476	0.211930030523599	0	0	0	0	0.17	0.244738539507027	0.75	0.303333333333333	0.272202845341899	0.240453802639849	0.240931276703596	0.238367165454821	0	0	0.229230824126319	0.231611405316587	0	0	0.228393357342934	0	0	0	0.240872420168926	0	0.250968258377353	HGDP
chr7 	0.261435941872424	0.0699983015134856	0.096925601750547	0.1485600847009	0	0.293636363636364	0.2492	0.264545454545455	0.07475	0.36	0.04125	0	0.0638095238095238	0.04	0.212254050246537	0	0	0	0	0	0.238544114259389	0.75	0.276666666666667	0.250348783845799	0.244448774355752	0.235948294590483	0.238404928679619	0	0	0.226647636224493	0.230780463308401	0	0	0.229598506069092	0	0	0	0.23869241916948	0	0.251046640236403	HGDP
chr7 	0.263059580214299	0.0682262751272677	0.0853719912472646	0.144377977766014	0	0.257272727272727	0.2332	0.278181818181818	0.06625	0.473333333333333	0.06125	0	0.04	0.0161904761904762	0.209683024184081	0	0	0	0	0.08	0.245434231743839	0.92	0.25	0.250633318035797	0.240280326838465	0.240412774277644	0.23948025682917	0	0	0.229467493625929	0.232613870555431	0	0	0.224908630118714	0	0	0	0.239367947628825	0	0.248820686346355	HGDP
chr7 	0.264473348293836	0.0708829834604101	0.108150984682713	0.150889359449444	0	0.318181818181818	0.2484	0.245454545454545	0.06675	0.39	0.07125	0	0.04	0.0314285714285714	0.215815919229867	0	0	0	0	0.17	0.245722183828611	0.83	0.22	0.253005966039468	0.237776241357637	0.239051343326815	0.241221257271433	0	0	0.23151830490666	0.2331846581275	0	0	0.219808590102705	0	0	0	0.238510619159478	0	0.246977601575757	HGDP
chr7 	0.26161052712889	0.0666846920460297	0.086378555798687	0.153478030704076	0	0.264545454545455	0.2196	0.258181818181818	0.08025	0.363333333333333	0.04	0	0.0552380952380952	0.0238095238095238	0.212566330124443	0	0	0	0	0.08	0.246493895415802	0.67	0.193333333333333	0.258921523634695	0.241873035826523	0.240008689984791	0.238178817368035	0	0	0.227587891448664	0.231500926095041	0	0	0.223281312525007	0	0	0	0.239639798111055	0	0.249211434054762	HGDP
chr7 	0.26227014777247	0.0694840732460793	0.0957768052516409	0.141519322392801	0	0.251818181818182	0.286	0.305151515151515	0.0945	0.39	0.24875	0	0.0638095238095238	0.04	0.213937544024419	0	0	0	0	0.25	0.246590647316288	0.67	0.28	0.262735199632859	0.24544814582024	0.239752335433412	0.237825621596489	0	0	0.229428892103901	0.233732162888389	0	0	0.222769107643056	0	0	0	0.239229024036806	0	0.248480795939568	HGDP
chr7 	0.261875056783388	0.0700064726107537	0.101400437636761	0.155277924827951	0	0.241818181818182	0.2132	0.24969696969697	0.07925	0.333333333333333	0.10375	0	0.0714285714285714	0.0476190476190476	0.219575017609768	0	0	0	0	0.17	0.241197880672657	0.83	0.223333333333333	0.265217989903625	0.242124450031427	0.236329205590554	0.238315570494215	0	0	0.227299904631572	0.230710354003127	0	0	0.222968520741629	0	0	0	0.239109289890577	0	0.247923789803332	HGDP
chr7 	0.262408306683385	0.0677756712464557	0.0981291028446389	0.136617257808365	0	0.25	0.2624	0.28030303030303	0.05425	0.39	0.125	0	0.04	0.0314285714285714	0.208715660953277	0	0	0	0	0.08	0.239327343929971	0.75	0.36	0.260243230839836	0.246159648020112	0.240333116083714	0.239482362997316	0	0	0.227151142799718	0.233118722771537	0	0	0.223156595971723	0	0	0	0.238447953625525	0	0.248361859549048	HGDP
