file_name	chr	lows	ups
range_chr16_53796548_54478691.py	chr16	53796548	54478691
range_chr15_73962014_74645394.py	chr15	73962014	74645394
range_chr16_67435419_68119280.py	chr16	67435419	68119280
range_chr3_76918105_77617735.py	chr3	76918105	77617735
range_chr7_50213633_50914588.py	chr7	50213633	50914588
range_chr4_68132461_68836163.py	chr4	68132461	68836163
range_chr3_58684775_59387752.py	chr3	58684775	59387752
range_chr20_27746698_28435269.py	chr20	27746698	28435269
range_chr12_117298533_117958188.py	chr12	117298533	117958188
range_chr3_138311183_138992639.py	chr3	138311183	138992639
range_chr20_29155963_29848110.py	chr20	29155963	29848110
range_chr10_119539258_120200705.py	chr10	119539258	120200705
range_chr9_13726776_14431133.py	chr9	13726776	14431133
range_chrX_97745521_98450982.py	chrX	97745521	98450982
range_chr1_39339787_40045248.py	chr1	39339787	40045248
range_chr5_123415939_124096154.py	chr5	123415939	124096154
range_chr6_107531188_108212816.py	chr6	107531188	108212816
range_chr6_5174870_5899626.py	chr6	5174870	5899626
range_chr14_100912037_101571598.py	chr14	100912037	101571598
range_chr1_179239403_179921941.py	chr1	179239403	179921941
range_chr2_127615197_128296972.py	chr2	127615197	128296972
range_chr3_35468275_36169995.py	chr3	35468275	36169995
range_chr12_127209640_127868693.py	chr12	127209640	127868693
range_chr6_15158036_15859507.py	chr6	15158036	15859507
range_chr19_29893013_30574757.py	chr19	29893013	30574757
range_chr6_38383149_39086612.py	chr6	38383149	39086612
range_chr16_65388010_66068809.py	chr16	65388010	66068809
range_chr18_28488401_29169555.py	chr18	28488401	29169555
range_chr2_79074430_79776200.py	chr2	79074430	79776200
range_chr8_115281978_115961166.py	chr8	115281978	115961166
range_chr15_17000001_17688591.py	chr15	17000001	17688591
range_chr10_45029225_45711087.py	chr10	45029225	45711087
range_chr17_70980403_71661435.py	chr17	70980403	71661435
range_chr9_136221852_136903309.py	chr9	136221852	136903309
range_chr15_91063206_91744037.py	chr15	91063206	91744037
range_chr17_73703073_74383573.py	chr17	73703073	74383573
range_chr11_61495992_62179468.py	chr11	61495992	62179468
range_chr6_78930234_79633024.py	chr6	78930234	79633024
range_chr9_62313586_63123372.py	chr9	62313586	63123372
range_chr4_154841790_155521709.py	chr4	154841790	155521709
range_chr4_172504218_173183498.py	chr4	172504218	173183498
range_chr9_29910933_30614134.py	chr9	29910933	30614134
range_chr20_31452569_32136011.py	chr20	31452569	32136011
range_chr3_106999208_107679520.py	chr3	106999208	107679520
range_chr3_70604473_71307321.py	chr3	70604473	71307321
range_chr8_54626544_55327544.py	chr8	54626544	55327544
range_chr6_166660994_167339914.py	chr6	166660994	167339914
range_chr10_77180465_77861783.py	chr10	77180465	77861783
range_chr4_32015517_32715990.py	chr4	32015517	32715990
range_chr10_32363344_33046695.py	chr10	32363344	33046695
range_chr3_60787073_61489315.py	chr3	60787073	61489315
range_chr4_82179142_82883415.py	chr4	82179142	82883415
range_chr21_36712542_37394686.py	chr21	36712542	37394686
range_chr4_124919852_125599353.py	chr4	124919852	125599353
range_chrX_43808585_44513420.py	chrX	43808585	44513420
range_chr17_34096110_34777370.py	chr17	34096110	34777370
range_chr11_9262216_9967950.py	chr11	9262216	9967950
range_chr5_82777989_83480477.py	chr5	82777989	83480477
range_chr13_104704179_105362371.py	chr13	104704179	105362371
range_chr7_15801756_16502748.py	chr7	15801756	16502748
range_chr1_243288013_243967899.py	chr1	243288013	243967899
range_chr14_98896190_99577703.py	chr14	98896190	99577703
range_chr1_68186168_68888920.py	chr1	68186168	68888920
range_chr5_170339275_171018384.py	chr5	170339275	171018384
range_chrX_92105828_92810754.py	chrX	92105828	92810754
range_chr1_170383980_171065674.py	chr1	170383980	171065674
range_chr11_33843521_34526245.py	chr11	33843521	34526245
range_chr11_16797750_17481104.py	chr11	16797750	17481104
range_chr3_91718850_92430061.py	chr3	91718850	92430061
range_chr10_94914153_95596533.py	chr10	94914153	95596533
range_chr21_20366358_21046423.py	chr21	20366358	21046423
range_chr12_33792641_34475133.py	chr12	33792641	34475133
range_chr6_30624801_31331731.py	chr6	30624801	31331731
range_chrX_25311831_26018039.py	chrX	25311831	26018039
range_chr16_81733585_82412375.py	chr16	81733585	82412375
range_chr13_99406146_100086269.py	chr13	99406146	100086269
range_chr4_137836564_138516456.py	chr4	137836564	138516456
range_chr5_179868740_180549275.py	chr5	179868740	180549275
range_chr6_88065282_88767687.py	chr6	88065282	88767687
range_chr4_45357998_46059178.py	chr4	45357998	46059178
range_chr12_63965082_64647580.py	chr12	63965082	64647580
range_chr13_88505912_89187061.py	chr13	88505912	89187061
range_chr1_89269967_89973341.py	chr1	89269967	89973341
range_chr10_116232785_116894017.py	chr10	116232785	116894017
range_chr3_145114973_145795008.py	chr3	145114973	145795008
range_chr18_13998741_14681860.py	chr18	13998741	14681860
range_chr16_78344665_79020257.py	chr16	78344665	79020257
range_chr1_238530128_239209881.py	chr1	238530128	239209881
range_chr19_28531051_29212128.py	chr19	28531051	29212128
range_chr6_152401202_153081011.py	chr6	152401202	153081011
range_chr3_189996365_190674759.py	chr3	189996365	190674759
range_chr1_115479045_116159224.py	chr1	115479045	116159224
range_chr12_100770921_101432364.py	chr12	100770921	101432364
range_chr3_38981498_39685969.py	chr3	38981498	39685969
range_chr13_43463008_44145118.py	chr13	43463008	44145118
range_chr1_242606942_243288012.py	chr1	242606942	243288012
range_chr11_129555962_130216969.py	chr11	129555962	130216969
range_chr16_13279380_13958934.py	chr16	13279380	13958934
range_chr12_5679242_6382965.py	chr12	5679242	6382965
range_chr12_94652376_95335020.py	chr12	94652376	95335020
range_chr8_1542168_2265707.py	chr8	1542168	2265707
range_chr3_160083230_160764619.py	chr3	160083230	160764619
range_chrX_3265962_3994352.py	chrX	3265962	3994352
range_chr22_16233221_16943723.py	chr22	16233221	16943723
range_chr12_52352814_53036205.py	chr12	52352814	53036205
range_chr13_112051383_112711531.py	chr13	112051383	112711531
range_chr19_48331501_49014711.py	chr19	48331501	49014711
range_chr22_14761180_15548465.py	chr22	14761180	15548465
range_chr2_29156675_29858312.py	chr2	29156675	29858312
range_chr20_32136011_32818720.py	chr20	32136011	32818720
range_chr22_24651317_25332166.py	chr22	24651317	25332166
range_chr19_5021364_5724703.py	chr19	5021364	5724703
range_chr2_240622066_241302544.py	chr2	240622066	241302544
range_chr13_98044001_98724269.py	chr13	98044001	98724269
range_chr5_173740810_174419755.py	chr5	173740810	174419755
range_chr12_120604113_121265713.py	chr12	120604113	121265713
range_chr21_43572433_44253864.py	chr21	43572433	44253864
range_chr5_68697862_69402345.py	chr5	68697862	69402345
range_chr13_53013986_53696722.py	chr13	53013986	53696722
range_chr2_218181790_218865045.py	chr2	218181790	218865045
range_chr7_95551951_96254579.py	chr7	95551951	96254579
range_chr17_49142066_49825918.py	chr17	49142066	49825918
range_chrX_30243610_30948803.py	chrX	30243610	30948803
range_chr11_86154950_86837555.py	chr11	86154950	86837555
range_chr5_35489555_36192533.py	chr5	35489555	36192533
range_chr3_86022695_86722952.py	chr3	86022695	86722952
range_chrY_24488336_25196060.py	chrY	24488336	25196060
range_chr6_147643269_148322555.py	chr6	147643269	148322555
range_chr11_118976944_119639822.py	chr11	118976944	119639822
range_chr20_6442825_7146986.py	chr20	6442825	7146986
range_chr10_20091622_20772185.py	chr10	20091622	20772185
range_chr1_156762872_157444060.py	chr1	156762872	157444060
range_chr5_125455019_126134783.py	chr5	125455019	126134783
range_chr6_85953682_86657133.py	chr6	85953682	86657133
range_chr6_71903244_72604520.py	chr6	71903244	72604520
range_chr7_103868057_104548619.py	chr7	103868057	104548619
range_chr7_156275557_156954836.py	chr7	156275557	156954836
range_chr9_8772209_9498427.py	chr9	8772209	9498427
range_chr5_82075016_82777988.py	chr5	82075016	82777988
range_chr4_131723752_132404672.py	chr4	131723752	132404672
range_chr4_188129086_188808842.py	chr4	188129086	188808842
range_chr12_4976214_5679242.py	chr12	4976214	5679242
range_chr2_21417825_22118781.py	chr2	21417825	22118781
range_chr12_69423897_70106762.py	chr12	69423897	70106762
range_chr11_59449076_60131432.py	chr11	59449076	60131432
range_chr10_30998079_31680335.py	chr10	30998079	31680335
range_chr6_154440225_155119415.py	chr6	154440225	155119415
range_chr11_95721484_96403975.py	chr11	95721484	96403975
range_chr9_134861666_135540831.py	chr9	134861666	135540831
range_chr4_85695902_86397791.py	chr4	85695902	86397791
range_chr3_103604577_104283492.py	chr3	103604577	104283492
range_chr2_11591333_12292612.py	chr2	11591333	12292612
range_chr12_3567567_4271490.py	chr12	3567567	4271490
range_chr15_24836808_25519636.py	chr15	24836808	25519636
range_chr5_10888066_11587331.py	chr5	10888066	11587331
range_chr5_7293666_8017653.py	chr5	7293666	8017653
range_chr12_20143630_20824920.py	chr12	20143630	20824920
range_chr8_84824359_85526797.py	chr8	84824359	85526797
range_chr5_50432104_51133320.py	chr5	50432104	51133320
range_chr12_91241200_91922944.py	chr12	91241200	91922944
range_chr1_201676180_202357642.py	chr1	201676180	202357642
range_chr15_89697953_90380364.py	chr15	89697953	90380364
range_chr20_2209416_2915696.py	chr20	2209416	2915696
range_chr4_150079842_150760189.py	chr4	150079842	150760189
range_chr3_136266011_136946961.py	chr3	136266011	136946961
range_chr2_229746905_230428368.py	chr2	229746905	230428368
range_chr2_193668994_194348050.py	chr2	193668994	194348050
range_chr2_51637780_52337676.py	chr2	51637780	52337676
range_chr1_158124683_158805062.py	chr1	158124683	158805062
range_chr2_14394889_15096226.py	chr2	14394889	15096226
range_chr14_75730196_76413005.py	chr14	75730196	76413005
range_chr8_136329241_137007655.py	chr8	136329241	137007655
range_chr17_73022567_73703073.py	chr17	73022567	73703073
range_chr7_20009415_20710709.py	chr7	20009415	20710709
range_chr3_175039119_175716714.py	chr3	175039119	175716714
range_chr6_149682745_150362921.py	chr6	149682745	150362921
range_chr13_109973417_110632105.py	chr13	109973417	110632105
range_chr9_28504084_29207482.py	chr9	28504084	29207482
range_chr4_96926341_97627979.py	chr4	96926341	97627979
range_chr10_47077501_47759647.py	chr10	47077501	47759647
range_chr11_82746083_83429235.py	chr11	82746083	83429235
range_chr3_36169995_36872608.py	chr3	36169995	36872608
range_chr13_17377145_18185681.py	chr13	17377145	18185681
range_chr2_31262903_31967237.py	chr2	31262903	31967237
range_chr4_80073880_80775980.py	chr4	80073880	80775980
range_chr13_25739775_26420863.py	chr13	25739775	26420863
range_chr12_110029512_110691161.py	chr12	110029512	110691161
range_chr7_97662322_98366085.py	chr7	97662322	98366085
range_chr8_107807944_108488735.py	chr8	107807944	108488735
range_chr11_35208810_35891098.py	chr11	35208810	35891098
range_chr6_159197264_159877669.py	chr6	159197264	159877669
range_chr6_164624680_165304425.py	chr6	164624680	165304425
range_chr1_70293299_70996558.py	chr1	70293299	70996558
range_chrX_131494790_132176330.py	chrX	131494790	132176330
range_chr11_107075480_107736732.py	chr11	107075480	107736732
range_chr12_113996921_114656397.py	chr12	113996921	114656397
range_chr13_32555931_33237554.py	chr13	32555931	33237554
range_chr10_42984918_43668174.py	chr10	42984918	43668174
range_chr4_13073259_13775492.py	chr4	13073259	13775492
range_chr12_65330452_66012511.py	chr12	65330452	66012511
range_chr20_24270295_24949476.py	chr20	24270295	24949476
range_chr7_66742849_67447439.py	chr7	66742849	67447439
range_chr2_233154196_233834672.py	chr2	233154196	233834672
range_chr2_154159437_154838830.py	chr2	154159437	154838830
range_chr9_119847118_120528583.py	chr9	119847118	120528583
range_chr15_46676327_47358334.py	chr15	46676327	47358334
range_chr2_220230864_220909961.py	chr2	220230864	220909961
range_chr14_102892382_103553426.py	chr14	102892382	103553426
range_chr14_105534643_106198852.py	chr14	105534643	106198852
range_chr8_113243889_113922789.py	chr8	113243889	113922789
range_chr6_129971928_130651533.py	chr6	129971928	130651533
range_chr3_185921831_186602015.py	chr3	185921831	186602015
range_chr5_126134784_126815057.py	chr5	126134784	126815057
range_chr10_56025052_56706226.py	chr10	56025052	56706226
range_chr19_49014711_49698234.py	chr19	49014711	49698234
range_chr20_62132112_62813805.py	chr20	62132112	62813805
range_chr6_146964432_147643268.py	chr6	146964432	147643268
range_chr4_169787634_170467997.py	chr4	169787634	170467997
range_chr5_22853914_23554489.py	chr5	22853914	23554489
range_chr15_84929951_85612920.py	chr15	84929951	85612920
range_chr5_162869932_163550580.py	chr5	162869932	163550580
range_chr7_7298513_8025455.py	chr7	7298513	8025455
range_chr12_22189983_22872693.py	chr12	22189983	22872693
range_chr17_12729909_13410593.py	chr17	12729909	13410593
range_chr2_210701377_211380401.py	chr2	210701377	211380401
range_chr6_49621680_50322987.py	chr6	49621680	50322987
range_chr3_67799502_68499645.py	chr3	67799502	68499645
range_chr16_36810962_37499234.py	chr16	36810962	37499234
range_chr8_97522408_98226200.py	chr8	97522408	98226200
range_chr5_181231964_181478259.py	chr5	181231964	181478259
range_chr3_67098535_67799502.py	chr3	67098535	67799502
range_chr9_100753325_101435874.py	chr9	100753325	101435874
range_chr3_136946961_137629302.py	chr3	136946961	137629302
range_chr2_29858312_30560757.py	chr2	29858312	30560757
range_chr2_83989325_84692896.py	chr2	83989325	84692896
range_chr18_50352521_51034734.py	chr18	50352521	51034734
range_chr8_101686145_102366137.py	chr8	101686145	102366137
range_chr1_166978978_167660011.py	chr1	166978978	167660011
range_chr16_58572304_59255185.py	chr16	58572304	59255185
range_chr2_172551595_173232789.py	chr2	172551595	173232789
range_chr2_170503333_171185772.py	chr2	170503333	171185772
range_chr12_35905280_36593451.py	chr12	35905280	36593451
range_chr1_198275691_198954471.py	chr1	198275691	198954471
range_chr16_1454074_2159002.py	chr16	1454074	2159002
range_chr8_102366137_103047525.py	chr8	102366137	103047525
range_chr3_166207353_166886821.py	chr3	166207353	166886821
range_chr6_33455357_34158566.py	chr6	33455357	34158566
range_chr12_78291061_78972072.py	chr12	78291061	78972072
range_chr5_24257017_24957623.py	chr5	24257017	24957623
range_chrX_4721325_5447618.py	chrX	4721325	5447618
range_chr2_151433599_152115116.py	chr2	151433599	152115116
range_chr11_66963334_67647080.py	chr11	66963334	67647080
range_chr1_106621736_107300988.py	chr1	106621736	107300988
range_chr3_176395535_177075380.py	chr3	176395535	177075380
range_chr4_10975007_11673810.py	chr4	10975007	11673810
range_chrX_100547351_101230859.py	chrX	100547351	101230859
range_chr6_103447522_104127339.py	chr6	103447522	104127339
range_chr5_177141977_177824673.py	chr5	177141977	177824673
range_chr2_184819718_185499826.py	chr2	184819718	185499826
range_chr5_5120833_5844008.py	chr5	5120833	5844008
range_chr15_40528928_41212078.py	chr15	40528928	41212078
range_chrX_54623920_55329238.py	chrX	54623920	55329238
range_chr2_67817395_68521393.py	chr2	67817395	68521393
range_chr7_80803782_81504511.py	chr7	80803782	81504511
range_chr5_139062769_139745898.py	chr5	139062769	139745898
range_chr12_93286556_93969252.py	chr12	93286556	93969252
range_chr1_33006822_33710144.py	chr1	33006822	33710144
range_chr16_5676627_6376627.py	chr16	5676627	6376627
range_chr11_791834_1502945.py	chr11	791834	1502945
range_chr22_12435135_13384436.py	chr22	12435135	13384436
range_chr9_76827907_77532386.py	chr9	76827907	77532386
range_chr5_69402345_70110816.py	chr5	69402345	70110816
range_chr1_101189363_101868533.py	chr1	101189363	101868533
range_chr7_133108486_133787450.py	chr7	133108486	133787450
range_chr2_192309801_192988839.py	chr2	192309801	192988839
range_chr6_814057_1544952.py	chr6	814057	1544952
range_chr4_16581465_17282529.py	chr4	16581465	17282529
range_chr20_11328227_12009990.py	chr20	11328227	12009990
range_chr9_34846160_35553367.py	chr9	34846160	35553367
range_chr11_113022332_113682929.py	chr11	113022332	113682929
range_chr8_25010173_25712080.py	chr8	25010173	25712080
range_chr4_25696691_26398309.py	chr4	25696691	26398309
range_chr3_17922305_18625327.py	chr3	17922305	18625327
range_chr2_26339492_27043321.py	chr2	26339492	27043321
range_chr7_11598123_12299362.py	chr7	11598123	12299362
range_chr17_18181053_18865266.py	chr17	18181053	18865266
range_chr11_14065358_14748407.py	chr11	14065358	14748407
range_chr7_61698058_62455491.py	chr7	61698058	62455491
range_chr18_55123288_55806512.py	chr18	55123288	55806512
range_chr1_210530273_211210781.py	chr1	210530273	211210781
range_chr14_41609927_42290346.py	chr14	41609927	42290346
range_chr10_4254992_4956155.py	chr10	4254992	4956155
range_chr4_135800768_136478827.py	chr4	135800768	136478827
range_chr12_26966785_27649681.py	chr12	26966785	27649681
range_chr4_170467997_171147124.py	chr4	170467997	171147124
range_chr17_28632427_29317232.py	chr17	28632427	29317232
range_chrX_46630028_47335877.py	chrX	46630028	47335877
range_chr3_68499646_69201463.py	chr3	68499646	69201463
range_chr3_140352297_141032766.py	chr3	140352297	141032766
range_chr3_102926010_103604577.py	chr3	102926010	103604577
range_chr19_32617424_33299956.py	chr19	32617424	33299956
range_chrX_1631371_2539764.py	chrX	1631371	2539764
range_chr4_129684184_130363252.py	chr4	129684184	130363252
range_chr1_231049541_231730551.py	chr1	231049541	231730551
range_chr4_105871913_106552657.py	chr4	105871913	106552657
range_chr4_94120303_94823059.py	chr4	94120303	94823059
range_chr1_102547872_103226257.py	chr1	102547872	103226257
range_chr8_33438367_34141298.py	chr8	33438367	34141298
range_chr9_88098717_88802139.py	chr9	88098717	88802139
range_chr3_120604757_121286589.py	chr3	120604757	121286589
range_chr1_88565627_89269967.py	chr1	88565627	89269967
range_chrX_129447450_130130471.py	chrX	129447450	130130471
range_chr9_138268664_138334717.py	chr9	138268664	138334717
range_chr10_4956155_5659519.py	chr10	4956155	5659519
range_chr18_47624790_48306820.py	chr18	47624790	48306820
range_chr4_105191035_105871913.py	chr4	105191035	105871913
range_chr3_184559977_185240236.py	chr3	184559977	185240236
range_chr7_146758876_147435443.py	chr7	146758876	147435443
range_chr1_60451422_61153633.py	chr1	60451422	61153633
range_chr12_54407212_55090308.py	chr12	54407212	55090308
range_chr8_109168684_109849167.py	chr8	109168684	109849167
range_chr5_86285695_86986913.py	chr5	86285695	86986913
range_chr3_6567938_7291409.py	chr3	6567938	7291409
range_chr2_156200875_156882733.py	chr2	156200875	156882733
range_chr9_132816578_133499153.py	chr9	132816578	133499153
range_chr2_46021020_46723728.py	chr2	46021020	46723728
range_chr2_53740506_54443465.py	chr2	53740506	54443465
range_chr1_56945488_57646026.py	chr1	56945488	57646026
range_chr8_15903564_16601726.py	chr8	15903564	16601726
range_chr3_155319520_156000608.py	chr3	155319520	156000608
range_chr19_31935407_32617424.py	chr19	31935407	32617424
range_chr20_20869752_21552502.py	chr20	20869752	21552502
range_chr18_4980355_5684787.py	chr18	4980355	5684787
range_chr3_36872609_37575761.py	chr3	36872609	37575761
range_chr12_10001_742249.py	chr12	10001	742249
range_chr15_63723759_64406267.py	chr15	63723759	64406267
range_chr7_134467129_135148469.py	chr7	134467129	135148469
range_chr7_33362733_34063910.py	chr7	33362733	34063910
range_chr6_115695802_116376123.py	chr6	115695802	116376123
range_chr6_91579104_92279355.py	chr6	91579104	92279355
range_chr15_73279142_73962013.py	chr15	73279142	73962013
range_chr3_85323541_86022694.py	chr3	85323541	86022694
range_chr11_117652278_118313788.py	chr11	117652278	118313788
range_chr21_14237183_14919173.py	chr21	14237183	14919173
range_chr8_94710141_95414065.py	chr8	94710141	95414065
range_chr15_65089115_65772794.py	chr15	65089115	65772794
range_chr8_84124890_84824358.py	chr8	84124890	84824358
range_chr7_73773214_74476693.py	chr7	73773214	74476693
range_chr4_130363252_131043434.py	chr4	130363252	131043434
range_chr2_129656135_130337138.py	chr2	129656135	130337138
range_chr16_76986514_77665842.py	chr16	76986514	77665842
range_chr1_194198626_194877434.py	chr1	194198626	194877434
range_chr7_2223262_2948015.py	chr7	2223262	2948015
range_chr17_831337_1541145.py	chr17	831337	1541145
range_chr22_16943723_17625386.py	chr22	16943723	17625386
range_chr7_70259721_70962070.py	chr7	70259721	70962070
range_chr13_76190530_76871476.py	chr13	76190530	76871476
range_chr4_12373029_13073259.py	chr4	12373029	13073259
range_chr10_92183517_92867126.py	chr10	92183517	92867126
range_chr6_20072639_20774209.py	chr6	20072639	20774209
range_chr2_195027836_195708566.py	chr2	195027836	195708566
range_chr11_9967950_10652101.py	chr11	9967950	10652101
range_chr13_71414642_72096875.py	chr13	71414642	72096875
range_chr4_187449063_188129086.py	chr4	187449063	188129086
range_chr1_71698563_72399548.py	chr1	71698563	72399548
range_chr2_126934044_127615197.py	chr2	126934044	127615197
range_chr20_47152885_47834304.py	chr20	47152885	47834304
range_chr8_56029303_56732337.py	chr8	56029303	56732337
range_chr2_205248931_205929775.py	chr2	205248931	205929775
range_chr17_12048674_12729908.py	chr17	12048674	12729908
range_chr4_54062843_54765043.py	chr4	54062843	54765043
range_chr2_111298957_111980133.py	chr2	111298957	111980133
range_chr1_157444060_158124683.py	chr1	157444060	158124683
range_chr6_157836306_158517317.py	chr6	157836306	158517317
range_chr10_68985229_69668194.py	chr10	68985229	69668194
range_chr1_100509182_101189363.py	chr1	100509182	101189363
range_chr7_75181461_75886707.py	chr7	75181461	75886707
range_chr6_117738811_118418899.py	chr6	117738811	118418899
range_chr13_59151739_59834255.py	chr13	59151739	59834255
range_chr17_19548776_20230343.py	chr17	19548776	20230343
range_chr15_57593192_58273304.py	chr15	57593192	58273304
range_chr3_52356817_53061634.py	chr3	52356817	53061634
range_chr6_39086613_39788463.py	chr6	39086613	39788463
range_chr22_31469477_32150606.py	chr22	31469477	32150606
range_chr21_36030786_36712542.py	chr21	36030786	36712542
range_chr2_38995869_39699151.py	chr2	38995869	39699151
range_chr16_11923310_12600147.py	chr16	11923310	12600147
range_chr13_78918112_79600642.py	chr13	78918112	79600642
range_chrX_20378947_21083944.py	chrX	20378947	21083944
range_chr1_239209881_239887366.py	chr1	239209881	239887366
range_chr5_2226438_2950111.py	chr5	2226438	2950111
range_chr6_112299656_112979474.py	chr6	112299656	112979474
range_chr2_6566589_7290364.py	chr2	6566589	7290364
range_chr16_9177084_9878800.py	chr16	9177084	9878800
range_chr7_146082840_146758876.py	chr7	146082840	146758876
range_chr11_122945454_123606110.py	chr11	122945454	123606110
range_chr10_123503281_124163167.py	chr10	123503281	124163167
range_chr11_39977857_40658758.py	chr11	39977857	40658758
range_chr4_168426423_169106258.py	chr4	168426423	169106258
range_chr17_24462223_25150395.py	chr17	24462223	25150395
range_chr9_61404934_62313586.py	chr9	61404934	62313586
range_chrX_26723199_27428030.py	chrX	26723199	27428030
range_chr21_25128530_25810844.py	chr21	25128530	25810844
range_chr10_28273176_28954960.py	chr10	28273176	28954960
range_chr5_32677774_33381554.py	chr5	32677774	33381554
range_chrX_138317714_138998188.py	chrX	138317714	138998188
range_chr18_54440875_55123288.py	chr18	54440875	55123288
range_chr9_10917290_11619153.py	chr9	10917290	11619153
range_chr6_15859507_16560261.py	chr6	15859507	16560261
range_chr4_78667914_79371516.py	chr4	78667914	79371516
range_chr15_22738284_23471966.py	chr15	22738284	23471966
range_chr3_173682666_174360407.py	chr3	173682666	174360407
range_chr10_22818284_23500093.py	chr10	22818284	23500093
range_chr3_60087440_60787072.py	chr3	60087440	60787072
range_chr6_14456903_15158036.py	chr6	14456903	15158036
range_chr12_96018253_96700844.py	chr12	96018253	96700844
range_chr22_36917664_37599810.py	chr22	36917664	37599810
range_chr21_19686389_20366357.py	chr21	19686389	20366357
range_chr14_67534899_68218643.py	chr14	67534899	68218643
range_chr3_96702855_97402995.py	chr3	96702855	97402995
range_chr10_12606245_13286937.py	chr10	12606245	13286937
range_chr8_85526798_86280173.py	chr8	85526798	86280173
range_chr7_118827261_119506957.py	chr7	118827261	119506957
range_chr12_28333021_29014985.py	chr12	28333021	29014985
range_chr5_140427968_141112265.py	chr5	140427968	141112265
range_chr1_148570670_149254450.py	chr1	148570670	149254450
range_chr1_94904436_95608179.py	chr1	94904436	95608179
range_chr22_45098789_45780284.py	chr22	45098789	45780284
range_chr3_148514274_149195102.py	chr3	148514274	149195102
range_chrX_143773556_144506361.py	chrX	143773556	144506361
range_chr22_26012215_26693195.py	chr22	26012215	26693195
range_chr6_151722083_152401201.py	chr6	151722083	152401201
range_chr10_84677459_85358191.py	chr10	84677459	85358191
range_chr2_163696413_164376591.py	chr2	163696413	164376591
range_chr4_160956202_161635038.py	chr4	160956202	161635038
range_chr4_165710826_166389394.py	chr4	165710826	166389394
range_chr13_112711532_113370893.py	chr13	112711532	113370893
range_chr1_62560428_63264269.py	chr1	62560428	63264269
range_chrX_36575204_37466080.py	chrX	36575204	37466080
range_chr16_87842557_88522084.py	chr16	87842557	88522084
range_chr8_129545156_130225310.py	chr8	129545156	130225310
range_chr5_171018384_171699176.py	chr5	171018384	171699176
range_chr15_50772872_51455341.py	chr15	50772872	51455341
range_chr1_105943604_106621735.py	chr1	105943604	106621735
range_chr3_190674759_191354341.py	chr3	190674759	191354341
range_chr3_79018640_79717755.py	chr3	79018640	79717755
range_chr10_90135313_90816938.py	chr10	90135313	90816938
range_chr14_70267526_70951226.py	chr14	70267526	70951226
range_chr14_55929649_56611218.py	chr14	55929649	56611218
range_chr15_79422900_80104537.py	chr15	79422900	80104537
range_chr19_37402967_38087443.py	chr19	37402967	38087443
range_chr11_66279571_66963334.py	chr11	66279571	66963334
range_chr7_150155561_150838130.py	chr7	150155561	150838130
range_chr7_150838131_151520102.py	chr7	150838131	151520102
range_chr9_63981103_64838718.py	chr9	63981103	64838718
range_chr14_59341789_60024881.py	chr14	59341789	60024881
range_chr3_137629302_138311183.py	chr3	137629302	138311183
range_chr9_71895989_72600475.py	chr9	71895989	72600475
range_chr2_8013731_8737494.py	chr2	8013731	8737494
range_chr1_209849188_210530272.py	chr1	209849188	210530272
range_chr11_112362009_113022331.py	chr11	112362009	113022331
range_chr7_5119405_5844787.py	chr7	5119405	5844787
range_chr2_200478006_201160260.py	chr2	200478006	201160260
range_chrX_53918446_54623920.py	chrX	53918446	54623920
range_chr5_78557921_79260912.py	chr5	78557921	79260912
range_chr7_58704863_59416074.py	chr7	58704863	59416074
range_chr7_69557154_70259721.py	chr7	69557154	70259721
range_chr12_83063232_83744583.py	chr12	83063232	83744583
range_chr13_86464255_87145287.py	chr13	86464255	87145287
range_chr6_19370392_20072639.py	chr6	19370392	20072639
range_chr4_93418332_94120303.py	chr4	93418332	94120303
range_chr2_103132114_103811430.py	chr2	103132114	103811430
range_chr6_151042005_151722083.py	chr6	151042005	151722083
range_chr6_140168571_140848237.py	chr6	140168571	140848237
range_chr5_137698148_138380906.py	chr5	137698148	138380906
range_chr11_128894854_129555961.py	chr11	128894854	129555961
range_chr3_27044795_27747350.py	chr3	27044795	27747350
range_chr11_123606110_124267544.py	chr11	123606110	124267544
range_chr3_44605715_45309970.py	chr3	44605715	45309970
range_chr20_22912070_23592052.py	chr20	22912070	23592052
range_chr7_23520616_24225396.py	chr7	23520616	24225396
range_chr18_49670757_50352521.py	chr18	49670757	50352521
range_chr21_42159127_42839371.py	chr21	42159127	42839371
range_chr8_4428783_5145872.py	chr8	4428783	5145872
range_chr18_44164853_44846040.py	chr18	44164853	44846040
range_chr8_114602126_115281978.py	chr8	114602126	115281978
range_chr13_65285753_65966568.py	chr13	65285753	65966568
range_chr7_158995940_159335973.py	chr7	158995940	159335973
range_chr7_122903257_123583586.py	chr7	122903257	123583586
range_chr6_86657133_87361496.py	chr6	86657133	87361496
range_chr3_33361173_34065180.py	chr3	33361173	34065180
range_chr2_145986873_146667290.py	chr2	145986873	146667290
range_chr13_74826035_75508136.py	chr13	74826035	75508136
range_chr13_49601509_50284852.py	chr13	49601509	50284852
range_chr14_38881147_39564593.py	chr14	38881147	39564593
range_chr18_35304649_35987691.py	chr18	35304649	35987691
range_chr1_205082898_205764990.py	chr1	205082898	205764990
range_chr12_98065851_98748754.py	chr12	98065851	98748754
range_chr17_58012843_58697104.py	chr17	58012843	58697104
