,predispo_cancer,azoospermia,gene_paper
ENSG00000113319,0,0,1
ENSG00000113327,0,0,1
ENSG00000113328,1,0,1
ENSG00000113361,0,0,1
ENSG00000113368,0,0,1
ENSG00000113384,0,0,1
ENSG00000113389,0,0,1
ENSG00000113448,0,0,1
ENSG00000113456,1,0,1
ENSG00000113494,1,0,1
ENSG00000113504,0,0,1
ENSG00000113520,0,0,1
ENSG00000113522,1,0,1
ENSG00000113525,0,0,1
ENSG00000113555,0,0,1
ENSG00000113569,0,0,1
ENSG00000113575,0,0,1
ENSG00000113578,0,0,1
ENSG00000113580,0,0,1
ENSG00000113594,0,0,1
ENSG00000113600,0,0,1
ENSG00000113649,0,0,1
ENSG00000113657,0,0,1
ENSG00000113712,0,0,1
ENSG00000113721,0,0,1
ENSG00000113722,0,0,1
ENSG00000113739,0,0,1
ENSG00000113749,0,0,1
ENSG00000113758,0,0,1
ENSG00000113805,0,0,1
ENSG00000113812,1,0,1
ENSG00000113916,0,0,1
ENSG00000113966,0,0,1
ENSG00000114013,0,0,1
ENSG00000114019,0,0,1
ENSG00000114026,1,0,0
ENSG00000114030,0,0,1
ENSG00000114054,0,0,1
ENSG00000114062,0,0,1
ENSG00000114113,0,0,1
ENSG00000114115,0,0,1
ENSG00000114125,0,0,1
ENSG00000114127,1,0,1
ENSG00000114200,0,0,1
ENSG00000114209,1,0,1
ENSG00000114251,0,0,1
ENSG00000114270,0,0,1
ENSG00000114279,0,0,1
ENSG00000114302,0,0,1
ENSG00000114315,0,0,1
ENSG00000114316,0,0,1
ENSG00000114346,0,0,1
ENSG00000114349,0,0,1
ENSG00000114353,1,0,1
ENSG00000114354,0,0,1
ENSG00000114378,0,0,1
ENSG00000114383,1,0,0
ENSG00000114391,0,0,1
ENSG00000114423,1,0,0
ENSG00000114450,0,0,1
ENSG00000114473,0,1,0
ENSG00000114480,0,0,1
ENSG00000114487,0,1,0
ENSG00000114491,0,0,1
ENSG00000114503,0,0,1
ENSG00000114520,0,0,1
ENSG00000114554,0,0,1
ENSG00000114638,0,0,1
ENSG00000114646,0,0,1
ENSG00000114686,0,0,1
ENSG00000114737,0,0,1
ENSG00000114739,0,0,1
ENSG00000114742,1,0,0
ENSG00000114770,0,0,1
ENSG00000114771,0,0,1
ENSG00000114812,0,0,1
ENSG00000114857,0,0,1
ENSG00000114859,0,1,1
ENSG00000114861,0,0,1
ENSG00000114904,0,0,1
ENSG00000114923,0,0,1
ENSG00000114933,1,0,0
ENSG00000114942,0,0,1
ENSG00000114948,0,0,1
ENSG00000114956,0,0,1
ENSG00000114993,0,0,1
ENSG00000115008,0,0,1
ENSG00000115053,0,0,1
ENSG00000115085,0,0,1
ENSG00000115091,0,0,1
ENSG00000115107,1,0,0
ENSG00000115138,1,0,0
ENSG00000115145,0,0,1
ENSG00000115155,0,0,1
ENSG00000115159,0,0,1
ENSG00000115163,0,0,1
ENSG00000115165,1,0,0
ENSG00000115170,1,0,1
ENSG00000115194,0,0,1
ENSG00000115204,0,0,1
ENSG00000115216,1,0,0
ENSG00000115232,0,0,1
ENSG00000115233,1,0,0
ENSG00000115234,0,0,1
ENSG00000115239,0,0,1
ENSG00000115241,0,0,1
ENSG00000115252,0,0,1
ENSG00000115257,0,0,1
ENSG00000115263,0,0,1
ENSG00000115266,0,0,1
ENSG00000115268,0,0,1
ENSG00000115271,0,0,1
ENSG00000115274,1,0,0
ENSG00000115290,0,0,1
ENSG00000115297,0,0,1
ENSG00000115306,1,0,0
ENSG00000115307,0,0,1
ENSG00000115310,0,0,1
ENSG00000115318,0,0,1
ENSG00000115325,1,0,1
ENSG00000115339,0,0,1
ENSG00000115350,1,0,1
ENSG00000115353,0,0,1
ENSG00000115361,0,0,1
ENSG00000115364,0,0,1
ENSG00000115365,0,0,1
ENSG00000115380,0,0,1
ENSG00000115392,1,0,0
ENSG00000115414,0,0,1
ENSG00000115415,1,0,1
ENSG00000115425,0,0,1
ENSG00000115457,0,0,1
ENSG00000115461,0,0,1
ENSG00000115484,1,0,1
ENSG00000115486,0,0,1
ENSG00000115488,0,0,1
ENSG00000115507,0,0,1
ENSG00000115524,0,0,1
ENSG00000115541,0,0,1
ENSG00000115556,0,0,1
ENSG00000115590,0,0,1
ENSG00000115594,0,0,1
ENSG00000115596,0,0,1
ENSG00000115602,0,0,1
ENSG00000115604,0,0,1
ENSG00000115607,0,0,1
ENSG00000115641,0,0,1
ENSG00000115648,0,0,1
ENSG00000115652,0,0,1
ENSG00000115657,0,0,1
ENSG00000115661,0,0,1
ENSG00000115685,0,0,1
ENSG00000115687,0,0,1
ENSG00000115694,0,0,1
ENSG00000115705,0,0,1
ENSG00000115718,0,0,1
ENSG00000115750,0,0,1
ENSG00000115756,0,0,1
ENSG00000115758,1,0,0
ENSG00000115760,0,0,1
ENSG00000115762,0,0,1
ENSG00000115806,0,0,1
ENSG00000115808,0,0,1
ENSG00000115840,0,0,1
ENSG00000115844,0,0,1
ENSG00000115884,0,0,1
ENSG00000115896,1,0,0
ENSG00000115902,0,0,1
ENSG00000115904,1,0,1
ENSG00000115919,0,0,1
ENSG00000115935,1,0,0
ENSG00000115944,0,0,1
ENSG00000115956,0,0,1
ENSG00000115966,1,0,1
ENSG00000116001,0,0,1
ENSG00000116014,0,1,0
ENSG00000116016,0,0,1
ENSG00000116030,1,0,0
ENSG00000116035,0,0,1
ENSG00000116039,0,0,1
ENSG00000116044,1,0,1
ENSG00000116062,1,0,1
ENSG00000116095,0,0,1
ENSG00000116096,0,0,1
ENSG00000116106,0,0,1
ENSG00000116132,0,0,1
ENSG00000116157,1,0,0
ENSG00000116161,0,0,1
ENSG00000116171,0,0,1
ENSG00000116221,0,0,1
ENSG00000116237,0,0,1
ENSG00000116251,0,0,1
ENSG00000116266,0,0,1
ENSG00000116285,1,0,0
ENSG00000116288,1,0,0
ENSG00000116329,0,0,1
ENSG00000116473,0,0,1
ENSG00000116478,0,0,1
ENSG00000116521,0,0,1
ENSG00000116525,1,0,0
ENSG00000116560,1,0,1
ENSG00000116580,1,0,0
ENSG00000116586,1,0,0
ENSG00000116604,0,0,1
ENSG00000116649,0,0,1
ENSG00000116663,1,0,0
ENSG00000116670,1,1,0
ENSG00000116678,0,0,1
ENSG00000116688,0,0,1
ENSG00000116698,1,0,0
ENSG00000116701,0,0,1
ENSG00000116703,0,0,1
ENSG00000116711,0,0,1
ENSG00000116717,1,0,1
ENSG00000116731,1,0,0
ENSG00000116741,0,0,1
ENSG00000116750,1,0,1
ENSG00000116752,0,0,1
ENSG00000116761,0,0,1
ENSG00000116771,0,0,1
ENSG00000116791,0,0,1
ENSG00000116824,0,0,1
ENSG00000116833,0,0,1
ENSG00000116852,0,0,1
ENSG00000116857,0,0,1
ENSG00000116863,1,0,0
ENSG00000116874,0,0,1
ENSG00000116898,0,0,1
ENSG00000116906,0,1,1
ENSG00000116918,0,0,1
ENSG00000116962,0,0,1
ENSG00000116977,0,0,1
ENSG00000116984,0,0,1
ENSG00000116985,0,0,1
ENSG00000117036,0,0,1
ENSG00000117054,0,0,1
ENSG00000117091,0,0,1
ENSG00000117115,0,0,1
ENSG00000117118,1,0,0
ENSG00000117122,0,0,1
ENSG00000117152,0,0,1
ENSG00000117215,0,0,1
ENSG00000117226,0,0,1
ENSG00000117228,0,0,1
ENSG00000117245,0,0,1
ENSG00000117281,0,0,1
ENSG00000117305,0,0,1
ENSG00000117308,0,0,1
ENSG00000117322,0,0,1
ENSG00000117394,0,0,1
ENSG00000117395,0,0,1
ENSG00000117399,1,0,1
ENSG00000117400,1,0,1
ENSG00000117407,1,0,1
ENSG00000117410,0,0,1
ENSG00000117411,0,0,1
ENSG00000117425,0,0,1
ENSG00000117450,1,0,1
ENSG00000117479,1,1,1
ENSG00000117480,0,0,1
ENSG00000117505,0,0,1
ENSG00000117519,0,0,1
ENSG00000117525,1,0,1
ENSG00000117528,0,0,1
ENSG00000117533,0,0,1
ENSG00000117560,1,0,0
ENSG00000117569,0,0,1
ENSG00000117586,0,0,1
ENSG00000117594,0,0,1
ENSG00000117595,0,0,1
ENSG00000117601,0,0,1
ENSG00000117632,0,0,1
ENSG00000117650,1,0,1
ENSG00000117676,1,0,1
ENSG00000117707,0,0,1
ENSG00000117748,1,0,1
ENSG00000117758,0,0,1
ENSG00000117906,0,0,1
ENSG00000117983,0,0,1
ENSG00000117984,0,0,1
ENSG00000118007,1,0,1
ENSG00000118017,1,0,0
ENSG00000118046,1,0,0
ENSG00000118058,1,0,0
ENSG00000118094,0,0,1
ENSG00000118113,1,0,1
ENSG00000118137,0,0,1
ENSG00000118181,0,0,1
ENSG00000118194,0,0,1
ENSG00000118231,0,0,1
ENSG00000118245,1,0,1
ENSG00000118257,0,0,1
ENSG00000118260,0,0,1
ENSG00000118271,0,0,1
ENSG00000118276,0,0,1
ENSG00000118307,1,0,0
ENSG00000118308,0,0,1
ENSG00000118402,0,0,1
ENSG00000118412,0,0,1
ENSG00000118418,0,0,1
ENSG00000118432,0,0,1
ENSG00000118495,0,0,1
ENSG00000118503,0,0,1
ENSG00000118507,0,0,1
ENSG00000118513,0,0,1
ENSG00000118520,0,0,1
ENSG00000118526,0,0,1
ENSG00000118557,0,0,1
ENSG00000118596,0,0,1
ENSG00000118640,0,0,1
ENSG00000118655,1,0,1
ENSG00000118689,1,0,1
ENSG00000118702,0,0,1
ENSG00000118705,0,0,1
ENSG00000118729,0,0,1
ENSG00000118733,0,0,1
ENSG00000118762,0,0,1
ENSG00000118777,0,0,1
ENSG00000118785,0,0,1
ENSG00000118816,0,0,1
ENSG00000118855,1,0,0
ENSG00000118898,0,0,1
ENSG00000118900,0,0,1
ENSG00000118922,0,0,1
ENSG00000118939,0,0,1
ENSG00000118961,1,0,0
ENSG00000118971,0,0,1
ENSG00000118972,0,0,1
ENSG00000118985,0,0,1
ENSG00000119048,1,0,1
ENSG00000119125,0,0,1
ENSG00000119138,0,0,1
ENSG00000119185,0,0,1
ENSG00000119203,0,0,1
ENSG00000119318,1,0,1
ENSG00000119335,0,0,1
ENSG00000119396,0,0,1
ENSG00000119401,0,0,1
ENSG00000119402,0,0,1
ENSG00000119408,0,0,1
ENSG00000119414,1,0,0
ENSG00000119508,0,0,1
ENSG00000119509,0,0,1
ENSG00000119535,1,0,1
ENSG00000119541,0,0,1
ENSG00000119596,1,0,0
ENSG00000119630,0,0,1
ENSG00000119638,0,0,1
ENSG00000119655,0,0,1
ENSG00000119681,0,0,1
ENSG00000119684,1,1,0
ENSG00000119688,0,0,1
ENSG00000119699,0,0,1
ENSG00000119714,0,0,1
ENSG00000119715,0,0,1
ENSG00000119723,0,0,1
ENSG00000119772,0,1,1
ENSG00000119782,0,0,1
ENSG00000119866,0,0,1
ENSG00000119888,1,0,0
ENSG00000119906,1,0,0
ENSG00000119912,0,0,1
ENSG00000119913,0,0,1
ENSG00000119915,0,0,1
ENSG00000119917,0,0,1
ENSG00000119919,0,0,1
ENSG00000119922,0,0,1
ENSG00000119927,0,0,1
ENSG00000119938,0,0,1
ENSG00000119946,0,0,1
ENSG00000119950,1,0,1
ENSG00000119969,0,0,1
ENSG00000120053,0,0,1
ENSG00000120054,0,0,1
ENSG00000120057,0,0,1
ENSG00000120063,0,0,1
ENSG00000120068,0,0,1
ENSG00000120075,0,0,1
ENSG00000120088,0,0,1
ENSG00000120093,0,0,1
ENSG00000120094,0,0,1
ENSG00000120129,0,0,1
ENSG00000120137,0,0,1
ENSG00000120149,0,0,1
ENSG00000120156,0,0,1
ENSG00000120210,0,1,1
ENSG00000120251,0,0,1
ENSG00000120265,0,0,1
ENSG00000120333,0,0,1
ENSG00000120438,1,0,1
ENSG00000120457,0,0,1
ENSG00000120498,0,1,0
ENSG00000120539,1,0,0
ENSG00000120616,0,0,1
ENSG00000120656,0,0,1
ENSG00000120659,0,0,1
ENSG00000120662,0,0,1
ENSG00000120688,0,0,1
ENSG00000120690,0,0,1
ENSG00000120693,1,0,0
ENSG00000120708,1,0,1
ENSG00000120738,1,0,1
ENSG00000120784,0,0,1
ENSG00000120798,0,0,1
ENSG00000120802,0,0,1
ENSG00000120833,0,0,1
ENSG00000120837,0,0,1
ENSG00000120868,0,1,1
ENSG00000120885,0,0,1
ENSG00000120899,0,0,1
ENSG00000120907,0,0,1
ENSG00000120910,0,0,1
ENSG00000120915,0,0,1
ENSG00000120937,0,0,1
ENSG00000120948,0,0,1
ENSG00000120949,0,0,1
ENSG00000120992,0,0,1
ENSG00000121022,1,0,1
ENSG00000121053,0,0,1
ENSG00000121057,0,0,1
ENSG00000121058,0,0,1
ENSG00000121060,1,0,1
ENSG00000121067,1,0,1
ENSG00000121068,0,0,1
ENSG00000121101,0,1,0
ENSG00000121207,0,0,1
ENSG00000121236,0,0,1
ENSG00000121274,1,0,0
ENSG00000121281,0,0,1
ENSG00000121351,0,0,1
ENSG00000121361,0,0,1
ENSG00000121481,0,0,1
ENSG00000121578,0,0,1
ENSG00000121594,0,0,1
ENSG00000121621,0,0,1
ENSG00000121634,0,0,1
ENSG00000121671,0,0,1
ENSG00000121680,0,0,1
ENSG00000121691,1,0,1
ENSG00000121742,0,0,1
ENSG00000121743,0,0,1
ENSG00000121769,0,0,1
ENSG00000121774,0,0,1
ENSG00000121797,0,0,1
ENSG00000121807,0,0,1
ENSG00000121858,1,0,1
ENSG00000121879,1,0,1
ENSG00000121892,1,0,0
ENSG00000121897,0,0,1
ENSG00000121898,0,0,1
ENSG00000121905,0,0,1
ENSG00000121966,1,0,1
ENSG00000121988,1,0,0
ENSG00000121989,0,1,0
ENSG00000122008,1,0,1
ENSG00000122025,1,0,1
ENSG00000122026,0,0,1
ENSG00000122034,0,0,1
ENSG00000122042,0,0,1
ENSG00000122140,0,0,1
ENSG00000122145,0,0,1
ENSG00000122176,0,0,1
ENSG00000122180,0,0,1
ENSG00000122194,0,0,1
ENSG00000122218,0,0,1
ENSG00000122224,0,0,1
ENSG00000122257,0,0,1
ENSG00000122304,0,0,1
ENSG00000122359,0,0,1
ENSG00000122367,0,0,1
ENSG00000122376,1,0,0
ENSG00000122406,1,0,1
ENSG00000122420,0,0,1
ENSG00000122512,1,0,1
ENSG00000122547,1,0,0
ENSG00000122565,0,0,1
ENSG00000122566,1,0,0
ENSG00000122585,0,0,1
ENSG00000122592,0,0,1
ENSG00000122641,0,0,1
ENSG00000122642,0,0,1
ENSG00000122678,1,0,1
ENSG00000122679,0,0,1
ENSG00000122691,1,0,0
ENSG00000122694,0,0,1
ENSG00000122705,0,0,1
ENSG00000122707,0,0,1
ENSG00000122711,0,0,1
ENSG00000122729,0,0,1
ENSG00000122756,0,0,1
ENSG00000122779,1,0,1
ENSG00000122783,1,0,0
ENSG00000122859,0,0,1
ENSG00000122861,1,0,1
ENSG00000122863,0,0,1
ENSG00000122870,0,0,1
ENSG00000122877,0,0,1
ENSG00000122884,0,0,1
ENSG00000122966,0,0,1
ENSG00000122971,0,0,1
ENSG00000123080,1,0,1
ENSG00000123091,0,0,1
ENSG00000123096,0,0,1
ENSG00000123104,0,0,1
ENSG00000123131,0,0,1
ENSG00000123191,0,0,1
ENSG00000123268,0,0,1
ENSG00000123349,0,0,1
ENSG00000123353,0,0,1
ENSG00000123358,0,0,1
ENSG00000123360,0,0,1
ENSG00000123374,1,1,1
ENSG00000123384,0,0,1
ENSG00000123405,1,0,1
ENSG00000123415,1,0,1
ENSG00000123453,0,0,1
ENSG00000123496,0,0,1
ENSG00000123505,0,0,1
ENSG00000123552,1,0,0
ENSG00000123562,1,0,0
ENSG00000123572,0,0,1
ENSG00000123576,0,0,1
ENSG00000123609,0,0,1
ENSG00000123610,0,0,1
ENSG00000123689,0,0,1
ENSG00000123700,0,0,1
ENSG00000123836,0,0,1
ENSG00000123892,0,0,1
ENSG00000123901,0,0,1
ENSG00000123965,1,0,0
ENSG00000123975,0,1,0
ENSG00000123992,0,0,1
ENSG00000123999,1,0,1
ENSG00000124067,0,0,1
ENSG00000124089,0,0,1
ENSG00000124107,0,0,1
ENSG00000124134,0,0,1
ENSG00000124140,0,0,1
ENSG00000124145,0,0,1
ENSG00000124151,1,0,1
ENSG00000124159,0,0,1
ENSG00000124160,1,0,0
ENSG00000124171,0,0,1
ENSG00000124181,1,0,1
ENSG00000124205,0,0,1
ENSG00000124207,0,0,1
ENSG00000124208,1,0,0
ENSG00000124212,0,0,1
ENSG00000124214,0,0,1
ENSG00000124216,1,0,1
ENSG00000124228,0,0,1
ENSG00000124253,0,0,1
ENSG00000124302,0,0,1
ENSG00000124334,0,0,1
ENSG00000124356,0,0,1
ENSG00000124357,0,0,1
ENSG00000124406,0,0,1
ENSG00000124440,0,0,1
ENSG00000124486,0,0,1
ENSG00000124507,0,0,1
ENSG00000124535,1,0,0
ENSG00000124557,0,0,1
ENSG00000124568,0,0,1
ENSG00000124570,0,0,1
ENSG00000124574,0,0,1
ENSG00000124587,0,0,1
ENSG00000124588,1,0,1
ENSG00000124614,1,0,0
ENSG00000124615,0,0,1
ENSG00000124678,0,0,1
ENSG00000124701,0,0,1
ENSG00000124713,1,0,1
ENSG00000124733,0,0,1
ENSG00000124762,1,0,1
ENSG00000124766,0,0,1
ENSG00000124772,0,0,1
ENSG00000124783,0,0,1
ENSG00000124785,0,0,1
ENSG00000124789,0,0,1
ENSG00000124795,1,0,0
ENSG00000124802,1,0,1
ENSG00000124813,0,0,1
ENSG00000124827,0,0,1
ENSG00000124831,0,0,1
ENSG00000124839,0,0,1
ENSG00000124882,0,0,1
ENSG00000125084,1,0,1
ENSG00000125124,0,0,1
ENSG00000125166,0,0,1
ENSG00000125170,0,0,1
ENSG00000125246,0,0,1
ENSG00000125255,0,0,1
ENSG00000125266,0,0,1
ENSG00000125285,0,0,1
ENSG00000125304,0,0,1
ENSG00000125319,1,0,0
ENSG00000125347,1,0,1
ENSG00000125352,1,0,0
ENSG00000125356,0,0,1
ENSG00000125363,1,0,0
ENSG00000125378,0,0,1
ENSG00000125384,0,0,1
ENSG00000125398,0,0,1
ENSG00000125414,0,0,1
ENSG00000125445,0,0,1
ENSG00000125447,0,0,1
ENSG00000125454,0,0,1
ENSG00000125458,0,0,1
ENSG00000125482,0,0,1
ENSG00000125508,0,0,1
ENSG00000125538,0,0,1
ENSG00000125618,0,0,1
ENSG00000125650,0,0,1
ENSG00000125656,0,1,1
ENSG00000125657,0,0,1
ENSG00000125675,0,0,1
ENSG00000125703,1,0,0
ENSG00000125730,0,0,1
ENSG00000125733,0,0,1
ENSG00000125740,0,0,1
ENSG00000125743,0,0,1
ENSG00000125744,0,0,1
ENSG00000125753,0,0,1
ENSG00000125779,0,1,1
ENSG00000125780,0,0,1
ENSG00000125798,0,0,1
ENSG00000125813,0,0,1
ENSG00000125814,0,0,1
ENSG00000125815,0,0,1
ENSG00000125816,0,0,1
ENSG00000125817,0,0,1
ENSG00000125820,0,0,1
ENSG00000125835,0,0,1
ENSG00000125843,1,0,0
ENSG00000125844,0,0,1
ENSG00000125845,0,0,1
ENSG00000125851,1,0,1
ENSG00000125863,0,0,1
ENSG00000125864,0,0,1
ENSG00000125868,0,0,1
ENSG00000125870,0,0,1
ENSG00000125871,1,0,0
ENSG00000125877,0,0,1
ENSG00000125878,0,0,1
ENSG00000125879,0,0,1
ENSG00000125885,1,1,0
ENSG00000125931,0,0,1
ENSG00000125952,1,0,1
ENSG00000125965,0,0,1
ENSG00000125966,0,0,1
ENSG00000125968,1,0,0
ENSG00000125970,0,0,1
ENSG00000125977,0,0,1
ENSG00000126003,0,0,1
ENSG00000126010,0,0,1
ENSG00000126067,0,0,1
ENSG00000126088,0,0,1
ENSG00000126215,1,0,0
ENSG00000126216,0,0,1
ENSG00000126217,0,0,1
ENSG00000126218,0,0,1
ENSG00000126247,0,0,1
ENSG00000126264,0,0,1
ENSG00000126351,0,0,1
ENSG00000126353,0,0,1
ENSG00000126368,0,0,1
ENSG00000126456,0,0,1
ENSG00000126458,0,0,1
ENSG00000126460,0,0,1
ENSG00000126522,0,0,1
ENSG00000126524,1,0,0
ENSG00000126561,1,0,1
ENSG00000126581,1,0,1
ENSG00000126583,1,0,0
ENSG00000126767,1,0,1
ENSG00000126768,0,0,1
ENSG00000126777,0,0,1
ENSG00000126778,0,0,1
ENSG00000126803,0,0,1
ENSG00000126804,1,0,0
ENSG00000126821,0,0,1
ENSG00000126838,0,0,1
ENSG00000126895,0,0,1
ENSG00000126934,1,0,1
ENSG00000126953,0,0,1
ENSG00000127022,0,0,1
ENSG00000127074,0,0,1
ENSG00000127083,0,0,1
ENSG00000127084,0,0,1
ENSG00000127124,1,0,0
ENSG00000127129,0,0,1
ENSG00000127152,1,0,0
ENSG00000127184,0,0,1
ENSG00000127191,0,0,1
ENSG00000127241,0,0,1
ENSG00000127311,1,0,1
ENSG00000127318,1,0,0
ENSG00000127329,0,0,1
ENSG00000127415,0,0,1
ENSG00000127418,0,0,1
ENSG00000127423,1,0,0
ENSG00000127445,0,1,1
ENSG00000127452,0,0,1
ENSG00000127472,0,0,1
ENSG00000127483,0,0,1
ENSG00000127511,0,0,1
ENSG00000127528,0,0,1
ENSG00000127533,0,0,1
ENSG00000127554,1,0,1
ENSG00000127561,0,0,1
ENSG00000127588,0,0,1
ENSG00000127603,0,0,1
ENSG00000127616,1,0,1
ENSG00000127743,0,0,1
ENSG00000127837,0,0,1
ENSG00000127863,0,0,1
ENSG00000127884,0,0,1
ENSG00000127914,0,1,0
ENSG00000127922,1,0,0
ENSG00000127946,1,0,0
ENSG00000127947,0,0,1
ENSG00000127948,0,0,1
ENSG00000127951,0,0,1
ENSG00000127955,0,0,1
ENSG00000127957,1,0,0
ENSG00000127980,0,0,1
ENSG00000127990,0,0,1
ENSG00000128016,0,0,1
ENSG00000128050,0,0,1
ENSG00000128052,1,0,1
ENSG00000128191,0,0,1
ENSG00000128218,0,0,1
ENSG00000128228,0,0,1
ENSG00000128242,0,1,0
ENSG00000128245,0,0,1
ENSG00000128266,0,0,1
ENSG00000128268,0,0,1
ENSG00000128271,0,0,1
ENSG00000128272,0,0,1
ENSG00000128283,0,0,1
ENSG00000128294,0,1,1
ENSG00000128309,0,0,1
ENSG00000128311,0,0,1
ENSG00000128340,1,0,1
ENSG00000128342,0,0,1
ENSG00000128513,1,0,0
ENSG00000128567,0,0,1
ENSG00000128585,0,0,1
ENSG00000128590,0,0,1
ENSG00000128595,0,0,1
ENSG00000128602,1,0,1
ENSG00000128604,0,0,1
ENSG00000128617,0,0,1
ENSG00000128626,0,0,1
ENSG00000128641,0,0,1
ENSG00000128645,0,0,1
ENSG00000128652,0,0,1
ENSG00000128654,0,0,1
ENSG00000128683,0,0,1
ENSG00000128709,0,0,1
ENSG00000128710,0,0,1
ENSG00000128714,0,0,1
ENSG00000128731,0,0,1
ENSG00000128829,0,0,1
ENSG00000128872,0,0,1
ENSG00000128908,1,0,0
ENSG00000128917,0,0,1
ENSG00000128918,0,0,1
ENSG00000128928,0,0,1
ENSG00000129007,0,0,1
ENSG00000129009,0,0,1
ENSG00000129071,1,0,1
ENSG00000129083,0,0,1
ENSG00000129084,0,0,1
ENSG00000129151,0,0,1
ENSG00000129152,0,0,1
ENSG00000129159,0,0,1
ENSG00000129170,0,0,1
ENSG00000129194,0,0,1
ENSG00000129197,1,0,0
ENSG00000129214,0,0,1
ENSG00000129219,0,0,1
ENSG00000129226,0,0,1
ENSG00000129244,0,0,1
ENSG00000129255,0,0,1
ENSG00000129295,0,0,1
ENSG00000129315,0,0,1
ENSG00000129351,0,0,1
ENSG00000129354,0,0,1
ENSG00000129355,1,0,1
ENSG00000129422,1,0,0
ENSG00000129455,0,0,1
ENSG00000129465,0,0,1
ENSG00000129467,0,0,1
ENSG00000129473,0,1,1
ENSG00000129484,1,0,0
ENSG00000129514,0,0,1
ENSG00000129521,0,0,1
ENSG00000129535,0,0,1
ENSG00000129559,0,0,1
ENSG00000129562,0,0,1
ENSG00000129566,1,0,1
ENSG00000129596,0,0,1
ENSG00000129654,0,0,1
ENSG00000129673,0,0,1
ENSG00000129675,0,0,1
ENSG00000129682,0,0,1
ENSG00000129691,0,0,1
ENSG00000129744,0,0,1
ENSG00000129757,0,0,1
ENSG00000129810,1,0,0
ENSG00000129910,0,0,1
ENSG00000129911,0,0,1
ENSG00000129988,0,0,1
ENSG00000129990,0,0,1
ENSG00000129991,0,0,1
ENSG00000130005,0,0,1
ENSG00000130037,0,0,1
ENSG00000130119,1,0,0
ENSG00000130164,0,0,1
ENSG00000130175,0,0,1
ENSG00000130176,0,0,1
ENSG00000130177,0,0,1
ENSG00000130203,0,0,1
ENSG00000130204,0,0,1
ENSG00000130208,0,0,1
ENSG00000130222,0,0,1
ENSG00000130226,0,0,1
ENSG00000130234,0,0,1
ENSG00000130255,0,0,1
ENSG00000130294,0,0,1
ENSG00000130300,0,0,1
ENSG00000130304,0,0,1
ENSG00000130312,0,0,1
ENSG00000130313,0,0,1
ENSG00000130338,0,0,1
ENSG00000130340,0,0,1
ENSG00000130347,0,0,1
ENSG00000130368,0,0,1
ENSG00000130382,0,0,1
ENSG00000130385,0,0,1
ENSG00000130402,0,0,1
ENSG00000130413,0,0,1
ENSG00000130429,0,0,1
ENSG00000130513,0,0,1
ENSG00000130528,0,0,1
ENSG00000130540,0,0,1
ENSG00000130558,0,0,1
ENSG00000130561,0,0,1
ENSG00000130592,0,0,1
ENSG00000130595,0,0,1
ENSG00000130598,0,0,1
ENSG00000130600,0,0,1
ENSG00000130635,0,0,1
ENSG00000130640,0,0,1
ENSG00000130649,0,0,1
ENSG00000130699,1,0,0
ENSG00000130700,0,0,1
ENSG00000130702,0,0,1
ENSG00000130706,0,1,1
ENSG00000130707,0,0,1
ENSG00000130726,1,0,1
ENSG00000130741,0,1,0
ENSG00000130751,0,0,1
ENSG00000130755,0,0,1
ENSG00000130787,0,0,1
ENSG00000130816,1,0,1
ENSG00000130822,0,0,1
ENSG00000130826,1,0,0
ENSG00000130827,0,0,1
ENSG00000130829,0,0,1
ENSG00000130830,0,0,1
ENSG00000130876,0,0,1
ENSG00000130939,0,0,1
ENSG00000130948,0,0,1
ENSG00000130956,0,0,1
ENSG00000130957,0,0,1
ENSG00000130988,0,0,1
ENSG00000130997,1,0,0
ENSG00000131013,0,0,1
ENSG00000131016,0,0,1
ENSG00000131023,1,0,1
ENSG00000131095,0,0,1
ENSG00000131100,0,0,1
ENSG00000131126,0,0,1
ENSG00000131142,0,0,1
ENSG00000131153,1,0,0
ENSG00000131171,0,0,1
ENSG00000131174,0,0,1
ENSG00000131183,0,0,1
ENSG00000131187,0,0,1
ENSG00000131196,0,0,1
ENSG00000131233,0,0,1
ENSG00000131236,0,0,1
ENSG00000131264,0,0,1
ENSG00000131269,1,0,1
ENSG00000131323,0,0,1
ENSG00000131368,0,0,1
ENSG00000131370,0,0,1
ENSG00000131375,0,0,1
ENSG00000131389,0,0,1
ENSG00000131398,0,0,1
ENSG00000131408,0,0,1
ENSG00000131437,0,0,1
ENSG00000131446,0,0,1
ENSG00000131459,0,0,1
ENSG00000131467,0,0,1
ENSG00000131469,1,0,0
ENSG00000131470,0,1,1
ENSG00000131471,0,0,1
ENSG00000131473,0,0,1
ENSG00000131477,0,0,1
ENSG00000131482,1,0,1
ENSG00000131495,0,0,1
ENSG00000131507,0,0,1
ENSG00000131508,0,0,1
ENSG00000131668,0,0,1
ENSG00000131669,0,0,1
ENSG00000131697,0,0,1
ENSG00000131724,0,0,1
ENSG00000131730,0,0,1
ENSG00000131747,0,0,1
ENSG00000131748,0,0,1
ENSG00000131759,0,0,1
ENSG00000131771,0,0,1
ENSG00000131773,0,0,1
ENSG00000131778,1,0,0
ENSG00000131779,0,0,1
ENSG00000131781,0,0,1
ENSG00000131788,0,0,1
ENSG00000131791,0,0,1
