ENSG ID	predispo_cancer	azoospermia
ENSG00000213741	1	0
ENSG00000149273	1	0
ENSG00000137154	1	0
ENSG00000117676	1	0
ENSG00000108443	1	0
ENSG00000171863	1	0
ENSG00000155876	1	0
ENSG00000167325	1	0
ENSG00000171848	1	0
ENSG00000048392	1	0
ENSG00000258366	1	0
ENSG00000026036	1	0
ENSG00000159216	1	0
ENSG00000175792	1	0
ENSG00000183207	1	0
ENSG00000171509	0	1
ENSG00000133105	0	1
ENSG00000186350	1	0
ENSG00000196154	1	0
ENSG00000267534	1	0
ENSG00000160633	0	1
ENSG00000177409	1	0
ENSG00000101347	1	0
ENSG00000151748	1	0
ENSG00000126524	1	0
ENSG00000100241	0	1
ENSG00000133812	1	0
ENSG00000010803	0	1
ENSG00000102098	0	1
ENSG00000274287	1	0
ENSG00000073578	1	0
ENSG00000167985	1	0
ENSG00000117118	1	0
ENSG00000143252	1	0
ENSG00000204370	1	0
ENSG00000101310	1	0
ENSG00000127922	1	0
ENSG00000152217	1	0
ENSG00000181555	1	0
ENSG00000170364	1	0
ENSG00000107290	1	1
ENSG00000168066	1	0
ENSG00000175793	1	0
ENSG00000116560	1	0
ENSG00000156384	1	0
ENSG00000129810	1	0
ENSG00000160999	1	0
ENSG00000111252	1	0
ENSG00000147010	1	0
ENSG00000160691	1	0
ENSG00000171984	1	0
ENSG00000122376	1	0
ENSG00000253251	1	0
ENSG00000165181	0	1
ENSG00000146414	1	0
ENSG00000196470	0	1
ENSG00000213445	1	0
ENSG00000096717	1	0
ENSG00000068903	1	0
ENSG00000077463	1	0
ENSG00000187531	1	0
ENSG00000177045	0	1
ENSG00000005020	1	0
ENSG00000157933	1	0
ENSG00000136603	1	0
ENSG00000064651	0	1
ENSG00000117479	1	1
ENSG00000144659	1	0
ENSG00000198246	1	0
ENSG00000014824	1	0
ENSG00000169359	1	0
ENSG00000137700	1	0
ENSG00000164889	0	1
ENSG00000151012	1	0
ENSG00000133302	1	0
ENSG00000119906	1	0
ENSG00000132207	1	0
ENSG00000188827	1	1
ENSG00000166949	1	0
ENSG00000141646	1	0
ENSG00000120693	1	0
ENSG00000112305	1	0
ENSG00000127616	1	0
ENSG00000163104	1	0
ENSG00000138375	1	0
ENSG00000099956	1	0
ENSG00000073584	1	0
ENSG00000072501	1	0
ENSG00000077935	0	1
ENSG00000108055	1	0
ENSG00000198887	1	0
ENSG00000163029	1	0
ENSG00000101596	1	0
ENSG00000157106	1	0
ENSG00000198952	1	0
ENSG00000070366	1	0
ENSG00000116698	1	0
ENSG00000128602	1	0
ENSG00000123415	1	0
ENSG00000108854	1	0
ENSG00000124216	1	0
ENSG00000057252	1	0
ENSG00000185338	1	0
ENSG00000180008	1	0
ENSG00000171150	1	0
ENSG00000170677	1	0
ENSG00000142168	1	0
ENSG00000112096	1	0
ENSG00000115904	1	0
ENSG00000181449	1	0
ENSG00000039600	0	1
ENSG00000067066	1	0
ENSG00000133104	1	0
ENSG00000141255	1	1
ENSG00000066336	1	0
ENSG00000164808	1	0
ENSG00000134278	1	0
ENSG00000204991	1	0
ENSG00000054796	1	1
ENSG00000121067	1	0
ENSG00000166068	1	0
ENSG00000198369	1	0
ENSG00000010072	1	0
ENSG00000136158	1	0
ENSG00000115306	1	0
ENSG00000197122	1	0
ENSG00000174780	1	0
ENSG00000101955	1	0
ENSG00000145687	1	0
ENSG00000149136	1	0
ENSG00000118007	1	0
ENSG00000066923	0	1
ENSG00000035720	1	0
ENSG00000115415	1	0
ENSG00000168610	1	0
ENSG00000126561	1	0
ENSG00000173757	1	0
ENSG00000115107	1	0
ENSG00000118046	1	0
ENSG00000104375	1	0
ENSG00000112079	1	0
ENSG00000101109	1	0
ENSG00000107960	1	0
ENSG00000146857	0	1
ENSG00000103266	1	0
ENSG00000111450	0	1
ENSG00000107882	1	0
ENSG00000116030	1	0
ENSG00000164828	0	1
ENSG00000092201	1	0
ENSG00000101945	1	0
ENSG00000152455	1	0
ENSG00000178691	1	0
ENSG00000175854	1	0
ENSG00000173928	1	0
ENSG00000171772	0	1
ENSG00000217442	0	1
ENSG00000198765	1	1
ENSG00000196074	0	1
ENSG00000139351	0	1
ENSG00000130699	1	0
ENSG00000162367	1	0
ENSG00000160551	1	0
ENSG00000135090	1	0
ENSG00000089123	0	1
ENSG00000102125	1	1
ENSG00000028839	0	1
ENSG00000154144	1	0
ENSG00000187735	1	0
ENSG00000071564	1	0
ENSG00000081059	1	0
ENSG00000110719	1	0
ENSG00000120438	1	0
ENSG00000139372	1	0
ENSG00000042088	1	0
ENSG00000111802	1	0
ENSG00000095627	0	1
ENSG00000173809	0	1
ENSG00000180113	0	1
ENSG00000156414	0	1
ENSG00000182134	0	1
ENSG00000135605	1	0
ENSG00000100726	1	0
ENSG00000257949	1	0
ENSG00000112941	1	0
ENSG00000121274	1	0
ENSG00000129566	1	0
ENSG00000249961	0	1
ENSG00000167014	0	1
ENSG00000270141	1	0
ENSG00000147601	1	0
ENSG00000132604	1	0
ENSG00000166848	1	0
ENSG00000164362	1	0
ENSG00000135269	1	0
ENSG00000138336	1	0
ENSG00000168769	1	0
ENSG00000120498	0	1
ENSG00000150783	1	1
ENSG00000121101	0	1
ENSG00000133863	1	1
ENSG00000182459	0	1
ENSG00000160182	1	0
ENSG00000100109	1	0
ENSG00000276504	1	0
ENSG00000105329	1	0
ENSG00000120708	1	0
ENSG00000163513	1	0
ENSG00000186340	1	0
ENSG00000105549	0	1
ENSG00000151090	1	0
ENSG00000156299	1	0
ENSG00000140534	1	0
ENSG00000078237	1	0
ENSG00000111602	1	0
ENSG00000092330	1	0
ENSG00000196781	1	0
ENSG00000137462	1	0
ENSG00000164342	1	0
ENSG00000135956	1	0
ENSG00000064545	1	0
ENSG00000124208	1	0
ENSG00000187713	0	1
ENSG00000198398	1	0
ENSG00000153802	1	0
ENSG00000104689	1	0
ENSG00000240505	1	0
ENSG00000067182	1	0
ENSG00000028137	1	0
ENSG00000121858	1	0
ENSG00000102524	1	0
ENSG00000174292	1	0
ENSG00000173273	1	0
ENSG00000149115	1	0
ENSG00000107854	1	0
ENSG00000118245	1	0
ENSG00000175662	1	0
ENSG00000160949	1	0
ENSG00000173769	0	1
ENSG00000163781	1	0
ENSG00000141510	1	0
ENSG00000067369	1	0
ENSG00000143514	1	0
ENSG00000164938	1	0
ENSG00000073282	1	0
ENSG00000078900	1	0
ENSG00000128294	0	1
ENSG00000088325	1	0
ENSG00000213689	1	0
ENSG00000183479	1	0
ENSG00000122779	1	0
ENSG00000121060	1	0
ENSG00000130726	1	0
ENSG00000108395	1	1
ENSG00000116525	1	0
ENSG00000153827	1	0
ENSG00000071539	1	0
ENSG00000072756	1	0
ENSG00000196689	1	0
ENSG00000196367	1	0
ENSG00000165699	1	0
ENSG00000103197	1	0
ENSG00000157514	0	1
ENSG00000074319	1	0
ENSG00000165409	1	0
ENSG00000158457	1	0
ENSG00000158526	1	0
ENSG00000105948	0	1
ENSG00000136319	1	0
ENSG00000068724	1	0
ENSG00000214021	1	0
ENSG00000101162	1	0
ENSG00000114383	1	0
ENSG00000122691	1	0
ENSG00000265972	1	0
ENSG00000137831	1	0
ENSG00000221983	1	0
ENSG00000170315	1	0
ENSG00000150991	1	0
ENSG00000077721	1	0
ENSG00000119048	1	0
ENSG00000109332	1	0
ENSG00000156587	1	0
ENSG00000177889	1	0
ENSG00000077152	1	0
ENSG00000177414	1	0
ENSG00000244687	1	0
ENSG00000169139	1	0
ENSG00000104343	1	1
ENSG00000160803	1	0
ENSG00000104517	1	0
ENSG00000116750	1	0
ENSG00000070010	1	0
ENSG00000276043	1	0
ENSG00000087206	1	0
ENSG00000076248	1	0
ENSG00000005007	1	0
ENSG00000103005	1	0
ENSG00000162607	1	0
ENSG00000103194	1	0
ENSG00000048028	1	0
ENSG00000140455	1	0
ENSG00000154914	1	0
ENSG00000136014	1	0
ENSG00000123552	1	0
ENSG00000170242	1	0
ENSG00000247746	1	0
ENSG00000187555	1	0
ENSG00000253797	0	1
ENSG00000198382	1	0
ENSG00000163945	1	0
ENSG00000141968	1	0
ENSG00000165280	1	0
ENSG00000134086	1	0
ENSG00000132549	1	0
ENSG00000136631	1	0
ENSG00000100749	0	1
ENSG00000015285	1	0
ENSG00000198554	1	0
ENSG00000136709	1	0
ENSG00000114742	1	0
ENSG00000082068	1	0
ENSG00000156076	1	0
ENSG00000115935	1	0
ENSG00000125084	1	0
ENSG00000141499	1	0
ENSG00000165392	1	0
ENSG00000124535	1	0
ENSG00000184937	1	1
ENSG00000186153	1	0
ENSG00000076924	1	0
ENSG00000136936	1	0
ENSG00000154767	1	0
ENSG00000073050	1	0
ENSG00000196584	1	1
ENSG00000126215	1	0
ENSG00000152422	1	0
ENSG00000079246	1	0
ENSG00000196419	1	0
ENSG00000114127	1	0
ENSG00000137693	1	0
ENSG00000006047	0	1
ENSG00000176105	1	0
ENSG00000119596	1	0
ENSG00000047188	0	1
ENSG00000100811	1	0
ENSG00000126804	1	0
ENSG00000109906	0	1
ENSG00000204859	1	0
ENSG00000178951	1	0
ENSG00000091732	0	1
ENSG00000148516	1	0
ENSG00000169554	1	0
ENSG00000140836	1	0
ENSG00000072121	1	0
ENSG00000084073	1	0
ENSG00000138311	1	0
ENSG00000198783	1	0
ENSG00000121988	1	0
ENSG00000180532	1	0
ENSG00000214941	1	0
